EGID	GDEKT	GGDENR	GGDENAME	EGRID	LGBKR	LPARZ	LPARZSX	LTYP	GEBNR	GBEZ	GKODE	GKODN	GKSCE	GSTAT	GKAT	GKLAS	GBAUJ	GBAUM	GBAUP	GABBJ	GAREA	GVOL	GVOLNORM	GVOLSCE	GASTW	GANZWHG	GAZZI	GSCHUTZR	GEBF	GWAERZH1	GENH1	GWAERSCEH1	GWAERDATH1	GWAERZH2	GENH2	GWAERSCEH2	GWAERDATH2	GWAERZW1	GENW1	GWAERSCEW1	GWAERDATW1	GWAERZW2	GENW2	GWAERSCEW2	GWAERDATW2	GEXPDAT
1756452	BE	371	Biel/Bienne	CH258046123583	0	8137					2586669.975	1222017.868	901	1004	1020	1122			8014		172				3	8				7430	7530	855	2025-09-16					7630	7530	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1756453	BE	371	Biel/Bienne	CH694612973510	0	4067					2586556.494	1221889.164	901	1004	1020	1110			8012		46				3	1			115	7434	7520	855	2025-09-16					7634	7520	855	2019-11-08	7600	7500	860	2001-11-29	2026-04-25
1756454	BE	371	Biel/Bienne	CH789846351211	0	6542					2586568.537	1221898.99	901	1004	1020	1110			8012		46				3	1			115	7434	7520	855	2025-09-16					7634	7520	855	2019-11-08	7600	7500	860	2001-11-29	2026-04-25
1756455	BE	371	Biel/Bienne	CH789846351211	0	6542					2586573.679	1221903.199	901	1004	1020	1110			8012		44				3	1			117	7434	7520	855	2025-09-16					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756456	BE	371	Biel/Bienne	CH789846351211	0	6542					2586578.698	1221907.308	901	1004	1020	1110			8012		44				3	1			117	7430	7520	855	2025-09-16					7650	7560	864	2025-08-28	7600	7500	860	2001-11-29	2026-04-25
1756457	BE	371	Biel/Bienne	CH789846351211	0	6542					2586583.825	1221911.505	901	1004	1020	1110			8012		46				3	1			115	7434	7520	855	2025-09-16					7634	7520	855	2019-11-08	7600	7500	860	2001-11-29	2026-04-25
1756458	BE	371	Biel/Bienne	CH843546116680	0	4062					2586640.433	1221952.732	901	1004	1020	1122			8015		269				4	7			1066	7434	7530	855	2025-09-16					7634	7530	855	2019-11-08					2026-04-25
1756459	BE	371	Biel/Bienne	CH143546116033	0	4058					2586660.413	1221971.579	901	1004	1020	1122			8012		161				4	7				7430	7530	855	2025-09-16					7630	7530	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1756460	BE	371	Biel/Bienne	CH794611343577	0	8477					2586672.04	1221981.073	901	1004	1020	1122			8012		162				4	7				7432	7530	855	2025-09-16					7632	7530	855	2021-11-04	7600	7500	860	2001-11-29	2026-04-25
1756461	BE	371	Biel/Bienne	CH701435034681	0	6262					2586688.245	1221994.394	901	1004	1020	1122			8012		95				3	3				7432	7530	855	2025-09-16					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756462	BE	371	Biel/Bienne	CH713503461412	0	6263					2586695.664	1222000.465	901	1004	1020	1122			8012		95				3	3				7432	7530	855	2025-09-16					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756463	BE	371	Biel/Bienne	CH652846193569	0	6264					2586709.983	1222012.159	901	1004	1020	1122			8012		94				3	3				7434	7520	855	2025-09-16					7630	7520	855	2019-11-08	7600	7500	860	2001-11-29	2026-04-25
1756464	BE	371	Biel/Bienne	CH721403463589	0	6265					2586717.388	1222018.229	901	1004	1020	1122			8012		95				4	3				7430	7530	855	2025-09-16					7630	7530	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1756465	BE	371	Biel/Bienne	CH734614350380	0	6266					2586731.683	1222029.915	901	1004	1020	1121			8014		95				3	2				7434	7520	855	2025-09-16					7634	7520	855	2019-11-08	7600	7500	860	2001-11-29	2026-04-25
1756466	BE	371	Biel/Bienne	CH743546140371	0	6267					2586739.099	1222035.981	901	1004	1020	1110			8012		95				3	1				7430	7520	870	2025-08-22					7630	7530	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756467	BE	371	Biel/Bienne	CH561946350553	0	7961					2586587.003	1222070.513	901	1004	1020	1122			8012		165				4	7				7432	7520	870	2025-08-22					7632	7520	855	2019-11-07	7600	7500	860	2001-11-29	2026-04-25
1756468	BE	371	Biel/Bienne	CH550546193545	0	7313					2586599.358	1222079.623	901	1004	1020	1122			8012		165				4	7				7430	7530	860	2001-11-29					7630	7530	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756469	BE	371	Biel/Bienne	CH321206463558	0	7312					2586611.737	1222041.606	901	1004	1020	1122			8013		255				4	11				7432	7530	855	2021-11-04					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756470	BE	371	Biel/Bienne	CH313506461226	0	7311					2586626.61	1222022.6	901	1004	1020	1122			8013		266				4	11				7430	7530	855	2019-11-07					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756471	BE	371	Biel/Bienne	CH852946103501	0	3847					2586382.497	1221462.1	901	1004	1040	1230			8011		77				4	3				7430	7520	855	2025-09-16	7400	7500	869	2001-11-29	7630	7520	855	2025-09-16	7600	7500	869	2001-11-29	2026-04-25
1756472	BE	371	Biel/Bienne	CH413592461192	0	3843					2586412.67	1221475.344	901	1004	1030	1122			8011		171				4	3				7410	7598	870	2025-08-01					7610	7598	870	2025-08-01					2026-04-25
1756473	BE	371	Biel/Bienne	CH321733463568	0	3840					2586429.672	1221482.076	901	1004	1020	1122			8011		111				4	4			378	7410	7501	869	2021-09-30	7400	7500	860	2001-11-29	7610	7599	869	2021-09-30	7600	7500	860	2001-11-29	2026-04-25
1756474	BE	371	Biel/Bienne	CH821931463556	0	3839					2586438.621	1221488.15	901	1004	1020	1122			8013		110				4	4				7430	7520	855	2025-09-16					7630	7520	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1756475	BE	371	Biel/Bienne	CH313574461293	0	3836					2586454.207	1221498.477	901	1004	1020	1121			8012		99				3	2	2			7430	7520	855	2025-09-16					7630	7520	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1756476	BE	371	Biel/Bienne	CH294612483502	0	3835					2586462.745	1221504.251	901	1004	1030	1122			8011		99				4	4				7432	7520	855	2025-09-16					7632	7520	855	2019-10-16	7600	7500	860	2001-11-29	2026-04-25
1756477	BE	371	Biel/Bienne	CH221850463519	0	3834					2586481.015	1221509.092	901	1004	1030	1122			8011		123				4	3				7432	7520	855	2025-09-16					7632	7520	855	2019-10-16	7600	7500	860	2001-11-29	2026-04-25
1756478	BE	371	Biel/Bienne	CH501135574668	0	9320					2586699.559	1221684.011	901	1004	1020	1122			8015		312				4	12				7430	7530	860	2001-11-29					7630	7530	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756479	BE	371	Biel/Bienne	CH994611663510	0	4073					2586724.968	1221696.911	901	1004	1020	1110			8012		97				2	1				7432	7530	855	2025-09-16					7630	7530	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756480	BE	371	Biel/Bienne	CH373512064657	0	7304					2586737.313	1221705.79	901	1004	1020	1122			8013		86				3	3				7430	7530	855	2025-09-16					7630	7530	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1756481	BE	371	Biel/Bienne	CH261446357526	0	5958					2586746.339	1221713.356	901	1004	1020	1122			8013		151				4	5	2			7432	7530	855	2025-09-16					7632	7530	855	2021-11-02	7600	7500	860	2001-11-29	2026-04-25
1756482	BE	371	Biel/Bienne	CH321157463514	0	3869					2586555.858	1221527.553	901	1004	1020	1122			8011		169				4	4				7432	7530	855	2019-10-16					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756483	BE	371	Biel/Bienne	CH585746351123	0	3895					2586675.467	1221664.847	901	1004	1020	1122			8015		311				4	12				7430	7530	860	2001-11-29					7630	7530	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756484	BE	371	Biel/Bienne	CH594611573576	0	9319					2586661.061	1221682.929	901	1004	1020	1122			8015		312				4	12				7430	7530	860	2001-11-29					7630	7530	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756485	BE	371	Biel/Bienne	CH573512314611	0	3728					2586450.602	1221420.001	901	1004	1040	1251			8013		970				5	1				7431	7520	860	2001-11-29					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756486	BE	371	Biel/Bienne	CH321157463514	0	3869					2586570.732	1221538.48	901	1004	1060	1230	1800		8011		183				2					7430	7520	855	2025-09-16					7630	7520	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1756487	BE	371	Biel/Bienne	CH843546102131	0	5785					2586765.589	1221729.418	901	1004	1030	1122			8012		140				4	3				7430	7520	855	2025-09-16					7630	7520	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1756488	BE	371	Biel/Bienne	CH650546123532	0	5787					2586772.784	1221736.215	901	1004	1020	1122			8012		134				4	5				7430	7520	855	2025-09-16					7630	7520	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1756489	BE	371	Biel/Bienne	CH401335524663	0	5803					2586787.42	1221745.459	901	1004	1020	1122			8012		98				4	4				7430	7520	870	2025-08-22					7630	7520	870	2025-08-22	7600	7500	860	2001-11-29	2026-04-25
1756490	BE	371	Biel/Bienne	CH187846351078	0	5802					2586795.079	1221751.981	901	1004	1020	1122			8012		98				4	4				7432	7520	855	2025-09-16					7632	7520	855	2019-10-15	7600	7500	860	2001-11-29	2026-04-25
1756491	BE	371	Biel/Bienne	CH101135664680	0	4103					2586844.232	1221790.992	901	1004	1020	1122			8011		118				3	3				7432	7520	855	2025-09-16					7632	7520	855	2021-11-02	7600	7500	860	2001-11-29	2026-04-25
1756492	BE	371	Biel/Bienne	CH113566461140	0	4106					2586854.299	1221748.613	901	1004	1020	1122			8013		258				4	8				7430	7520	855	2025-09-16					7650	7560	864	2025-08-28	7600	7500	860	2001-11-29	2026-04-25
1756493	BE	371	Biel/Bienne	CH113566461140	0	4106					2586873.541	1221764.746	901	1004	1020	1122			8013		265				4	8				7430	7520	864	2025-08-28					7650	7560	864	2025-08-28	7600	7500	860	2001-11-29	2026-04-25
1756494	BE	371	Biel/Bienne	CH459146143503	0	1861					2586834.426	1221824.684	901	1004	1020	1121			8013		117				3	2	1			7432	7520	855	2025-09-16					7632	7520	855	2019-10-14					2026-04-25
1756495	BE	371	Biel/Bienne	CH113566461140	0	4106					2586891.538	1221783.914	901	1004	1020	1122			8013		188				3	6				7430	7520	870	2025-08-22					7630	7520	870	2025-08-22	7600	7500	860	2001-11-29	2026-04-25
1756496	BE	371	Biel/Bienne	CH561446358610	0	6100					2586867.454	1221810.846	901	1004	1020	1122			8012		111				3	3				7432	7530	855	2025-09-16					7632	7530	855	2019-11-20	7600	7500	860	2001-11-29	2026-04-25
1756497	BE	371	Biel/Bienne	CH113566461140	0	4106					2586907.469	1221793.658	901	1004	1020	1122			8013		187				3	6				7430	7520	870	2025-08-22					7630	7520	870	2025-08-22	7600	7500	860	2001-11-29	2026-04-25
1756498	BE	371	Biel/Bienne	CH843546149245	0	6128					2586854.008	1221830.117	901	1004	1020	1121			8012		66				3	2			192	7410	7501	864	2025-08-28					7610	7501	864	2025-08-28					2026-04-25
1756499	BE	371	Biel/Bienne	CH234612352948	0	6293					2586840.401	1221844.736	901	1004	1020	1121			8013		68				2	2				7430	7541	864	2025-08-28					7630	7541	864	2025-08-28	7600	7500	860	2001-11-29	2026-04-25
1756500	BE	371	Biel/Bienne	CH243546122927	0	6294					2586829.385	1221858.034	901	1004	1020	1121			8012		61				3	2	2			7432	7520	855	2025-09-16					7632	7520	855	2019-10-16	7600	7500	860	2001-11-29	2026-04-25
1756501	BE	371	Biel/Bienne	CH273511424689	0	6627					2586818.439	1221871.101	901	1004	1020	1121			8012		62				3	2			166	7410	7501	864	2025-08-28	7400	7500	869	2020-08-21	7610	7501	864	2025-08-28	7600	7500	860	2001-11-29	2026-04-25
1756502	BE	371	Biel/Bienne	CH843546122521	0	8924					2585934.224	1221479.452	901	1004	1020	1122	1960		8013		262				5	19			1226	7432	7520	855	2025-09-16					7632	7520	864	2021-02-04					2026-04-25
1756503	BE	371	Biel/Bienne	CH843546122521	0	8924					2585944.205	1221464.458	901	1004	1020	1122	1960		8013		262				5	19			1226	7434	7520	864	2025-08-28					7634	7520	864	2021-02-04					2026-04-25
1756504	BE	371	Biel/Bienne							Jakob-Stämpfli-Str., 112, 2502, 0	2586565.0	1221486.0	904	1007	1040					1999					2	1				7430	7530	869	2001-11-29					7630	7530	869	2001-11-29					2026-04-25
1756505	BE	371	Biel/Bienne	CH543546120645	0	8386					2585958.907	1221438.739	901	1004	1020	1122			8013		175				5	5				7432	7520	855	2025-09-16					7630	7520	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756506	BE	371	Biel/Bienne	CH934614350312	0	9071				Gewerbeschule	2585969.841	1221615.305	901	1004	1060	1263			8013		1560				4					7460	7580	869	2019-12-04	7400	7500	869	2019-12-04	7610	7513	869	2019-12-04	7600	7500	869	2019-12-04	2026-04-25
1756507	BE	371	Biel/Bienne	CH761246352557	0	3659					2585918.866	1221566.317	901	1004	1020	1122			8012		118				4	4				7430	7520	855	2025-09-16					7630	7520	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1756508	BE	371	Biel/Bienne	CH461946352468	0	3658					2585917.947	1221556.163	901	1004	1020	1122			8011		97				4	4				7430	7520	870	2025-08-22					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756509	BE	371	Biel/Bienne	CH752546123540	0	3657					2585916.923	1221546.643	901	1004	1020	1122			8011		96				4	4				7430	7520	855	2025-09-16					7630	7520	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1756510	BE	371	Biel/Bienne	CH734612352576	0	3655					2585910.406	1221525.626	901	1004	1040	1251			8011		253				4	6				7434	7520	855	2025-09-16					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756511	BE	371	Biel/Bienne	CH894612253561	0	3662					2585938.885	1221516.622	901	1004	1020	1121			8011		187				3	2	2			7432	7530	855	2025-09-16					7632	7530	855	2021-11-19					2026-04-25
1756512	BE	371	Biel/Bienne	CH813525461273	0	3664					2585959.373	1221559.091	901	1004	1020	1122			8011		166				3	5			465	7460	7580	864	2025-08-28					7660	7580	864	2025-08-28					2026-04-25
1756513	BE	371	Biel/Bienne							Wasenstr., 13a, 2502, 0	2586100.0	1221500.0	905	1007	1020	1122			8011	1999					4	4				7436	7520	869	2001-11-29					7630	7520	869	2001-11-29					2026-04-25
1756514	BE	371	Biel/Bienne							Wasenstr., 13b, 2502, 0	2586100.0	1221500.0	905	1007	1020	1122			8011	1999					4	4				7436	7520	869	2001-11-29					7630	7520	869	2001-11-29					2026-04-25
1756515	BE	371	Biel/Bienne							Wasenstr., 13c, 2502, 0	2586100.0	1221500.0	905	1007	1020	1122			8011	1999					4	4				7430	7530	869	2001-11-29					7650	7560	869	2001-11-29					2026-04-25
1756516	BE	371	Biel/Bienne		0	3858				Wasenstr., 13d, 2502, 0	2586100.0	1221500.0	905	1007	1060				8011	1999					3					7436	7520	869	2001-11-29					7650	7560	869	2001-11-29					2026-04-25
1756517	BE	371	Biel/Bienne	CH821225463508	0	3665					2585972.497	1221557.08	901	1004	1020	1122			8011		94				4	3				7450	7560	860	2001-11-29					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756518	BE	371	Biel/Bienne	CH513592461158	0	3666					2585986.296	1221556.82	901	1004	1020	1122			8012		316				3	10				7432	7520	855	2025-09-16					7630	7520	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756519	BE	371	Biel/Bienne	CH861246352523	0	3671					2586009.453	1221542.056	901	1004	1020	1122			8011		117				3	3				7432	7530	855	2025-09-16					7632	7530	855	2021-11-18	7600	7500	860	2001-11-29	2026-04-25
1756520	BE	371	Biel/Bienne	CH434618352230	0	3672					2586020.388	1221541.91	901	1004	1020	1122			8011		95				3	3				7432	7530	855	2025-09-16					7632	7530	855	2021-11-19	7600	7500	860	2001-11-29	2026-04-25
1756521	BE	371	Biel/Bienne	CH973512254687	0	3673					2586034.336	1221541.683	901	1004	1020	1121			8011		95				3	2				7410	7598	870	2025-08-01					7610	7598	870	2025-08-01					2026-04-25
1756522	BE	371	Biel/Bienne	CH994612253527	0	3676					2586069.108	1221527.658	901	1004	1040	1251			8011		654				4	1				7430	7520	855	2025-09-16	7400	7500	860	2021-05-12	7630	7520	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1756523	BE	371	Biel/Bienne	CH327010643650	0	3682					2586093.32	1221548.705	901	1004	1020	1122			8011		156				4	8			556	7460	7580	864	2025-08-28					7660	7580	864	2025-08-28	7650	7560	858	2015-06-26	2026-04-25
1756524	BE	371	Biel/Bienne	CH327010643650	0	3682					2586101.948	1221519.373	901	1004	1020	1122			8011		146				5	8			536	7460	7580	864	2025-08-28					7660	7580	864	2025-08-28	7650	7560	858	2015-06-26	2026-04-25
1756525	BE	371	Biel/Bienne	CH327010643650	0	3682					2586116.709	1221518.67	901	1004	1020	1122			8011		145				5	8			536	7460	7580	864	2025-08-28					7660	7580	864	2025-08-28	7650	7560	858	2015-06-22	2026-04-25
1756526	BE	371	Biel/Bienne	CH313610647045	0	11136					2586129.423	1221527.243	901	1004	1020	1122			8011		144				5	10				7460	7580	864	2025-08-28					7660	7580	864	2025-08-28	7650	7560	864	2015-06-23	2026-04-25
1756527	BE	371	Biel/Bienne	CH313610647045	0	11136					2586142.098	1221535.776	901	1004	1020	1122			8011		145				5	8			536	7460	7580	864	2025-08-28					7660	7580	864	2025-08-28	7650	7560	864	2015-06-16	2026-04-25
1756528	BE	371	Biel/Bienne	CH313610647045	0	11136					2586155.859	1221542.703	901	1004	1020	1122			8011		146				4	8			536	7460	7580	869	2019-12-04					7610	7598	869	2019-12-04					2026-04-25
1756529	BE	371	Biel/Bienne	CH901235254601	0	3680					2586082.722	1221505.617	901	1004	1020	1122			8013		321				4	23				7435	7520	855	2025-09-16					7630	7520	864	2020-08-24	7600	7500	860	2001-11-29	2026-04-25
1756530	BE	371	Biel/Bienne	CH161246352567	0	3705					2586107.794	1221466.338	901	1004	1020	1122			8016		244				5	4				7450	7560	860	2001-11-29					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756531	BE	371	Biel/Bienne	CH773513694614	0	2635					2586166.832	1221424.831	901	1004	1030	1122			8012		117				6	5				7432	7520	855	2025-09-16					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756532	BE	371	Biel/Bienne	CH413567461324	0	2638					2586171.03	1221416.71	901	1004	1020	1122			8012		85				5	5				7432	7520	855	2025-09-16					7632	7520	855	2020-04-01	7600	7500	860	2001-11-29	2026-04-25
1756533	BE	371	Biel/Bienne	CH521816463529	0	2639					2586177.358	1221407.235	901	1004	1020	1122			8012		143				5	9				7432	7530	855	2025-09-16					7632	7530	855	2022-01-14	7600	7500	860	2001-11-29	2026-04-25
1756534	BE	371	Biel/Bienne	CH701335694607	0	2640					2586183.672	1221397.787	901	1004	1020	1122			8012		85				5	5				7432	7530	855	2025-09-16					7632	7530	855	2022-01-14	7600	7500	860	2001-11-29	2026-04-25
1756535	BE	371	Biel/Bienne	CH750546183577	0	3732					2586158.874	1221380.1	901	1004	1030	1122			8011		337				4	6				7430	7530	855	2025-09-16					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756536	BE	371	Biel/Bienne	CH861346356454	0	2652					2586189.363	1221391.308	901	1004	1030	1122			8012		105				5	5				7431	7530	860	2001-11-29					7650	7560	860	2001-11-29					2026-04-25
1756537	BE	371	Biel/Bienne	CH543546123120	0	3751					2586193.787	1221337.838	901	1004	1030	1122			8012		153				4	4				7430	7520	855	2025-09-16					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756538	BE	371	Biel/Bienne	CH434611354570	0	3828					2586342.076	1221484.151	901	1004	1030	1121			8011		144				4	2	3			7432	7520	855	2025-09-16					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756539	BE	371	Biel/Bienne	CH957546183559	0	3848					2586359.951	1221472.083	901	1004	1020	1122			8011		116				4	3				7430	7520	870	2025-08-22					7630	7520	870	2025-08-22	7600	7500	860	2001-11-29	2026-04-25
1756540	BE	371	Biel/Bienne	CH551246123571	0	5895					2586365.331	1221511.761	901	1004	1020	1122			8012		102				3	3				7432	7530	855	2025-09-16					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756541	BE	371	Biel/Bienne	CH543546119259	0	5894					2586374.016	1221517.534	901	1004	1020	1122			8012		99				4	3				7430	7520	855	2025-09-16					7630	7520	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1756542	BE	371	Biel/Bienne	CH313585461984	0	5893					2586382.614	1221523.265	901	1004	1020	1122			8012		99				3	3				7430	7520	855	2025-09-16					7630	7520	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1756543	BE	371	Biel/Bienne	CH143546124842	0	3829					2586391.311	1221529.063	901	1004	1020	1122			8012		103				3	3				7432	7520	855	2025-09-16					7630	7530	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756544	BE	371	Biel/Bienne	CH981346351108	0	3845					2586383.888	1221487.202	901	1004	1020	1122			8011		102				3	3				7430	7520	855	2025-09-16					7630	7520	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1756545	BE	371	Biel/Bienne	CH154846123511	0	3830					2586422.53	1221550.824	901	1004	1020	1122			8012		980				4	15				7432	7520	855	2025-09-16					7630	7520	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756546	BE	371	Biel/Bienne	CH243546124808	0	3842					2586392.256	1221492.786	901	1004	1030	1122			8011		102				3	3				7430	7520	855	2025-09-16					7630	7530	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756547	BE	371	Biel/Bienne	CH234612354829	0	3841					2586408.749	1221503.508	901	1004	1020	1121			8011		107				3	2	1			7430	7520	855	2025-09-16					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756548	BE	371	Biel/Bienne	CH213548461270	0	3837					2586444.145	1221524.133	901	1004	1020	1110			8011		91				2	1				7430	7520	870	2025-08-22					7630	7520	870	2025-08-22	7600	7500	860	2001-11-29	2026-04-25
1756549	BE	371	Biel/Bienne	CH273512484662	0	3832					2586458.316	1221533.839	901	1004	1020	1110			8011		68				2	1				7432	7520	855	2025-09-16					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756550	BE	371	Biel/Bienne	CH421157463577	0	3885					2586655.043	1221745.986	901	1004	1020	1121			8011		104				2	2				7432	7530	855	2025-09-16					7632	7530	855	2018-01-17	7600	7500	860	2001-11-29	2026-04-25
1756551	BE	371	Biel/Bienne	CH986646351132	0	4071					2586675.235	1221754.382	901	1004	1030	1121			8011		76				3	2	2			7410	7501	864	2025-08-28	7400	7500	860	2001-11-29	7610	7501	864	2025-08-28	7600	7500	860	2001-11-29	2026-04-25
1756552	BE	371	Biel/Bienne	CH961046352939	0	4072					2586700.711	1221726.244	901	1004	1020	1110			8011		118				3	1			179	7410	7501	864	2025-08-28	7452	7560	864	2018-12-11	7610	7501	864	2025-08-28	7630	7530	864	2018-12-11	2026-04-25
1756553	BE	371	Biel/Bienne	CH513557461182	0	9321					2586685.182	1221702.116	901	1004	1020	1122			8015		311				4	12				7432	7530	855	2025-09-16					7632	7530	855	2021-11-02	7600	7500	860	2001-11-29	2026-04-25
1756554	BE	371	Biel/Bienne	CH461146355757	0	3892					2586608.799	1221740.275	901	1004	1020	1121			8011		96				2	2	2		185	7430	7542	855	2025-09-16	7400	7500	869	2022-01-24	7630	7542	855	2025-09-16	7600	7500	869	2022-01-24	2026-04-25
1756555	BE	371	Biel/Bienne	CH773519874603	0	3893					2586624.121	1221722.38	901	1004	1020	1121			8011		86				3	2				7434	7520	855	2025-09-16					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756556	BE	371	Biel/Bienne	CH843546101438	0	3888					2586639.613	1221734.151	901	1004	1020	1121			8011		81				3	2	2			7434	7520	855	2025-09-16					7634	7520	855	2020-01-06	7600	7500	860	2001-11-29	2026-04-25
1756557	BE	371	Biel/Bienne	CH573511574639	0	3894					2586636.927	1221701.488	901	1004	1020	1121			8011		84				3	2				7434	7520	855	2025-09-16					7630	7520	855	2020-01-06	7600	7500	860	2001-11-29	2026-04-25
1756558	BE	371	Biel/Bienne	CH443546115731	0	3889					2586654.291	1221715.388	901	1004	1020	1110			8012		84				3	1				7434	7520	855	2025-09-16					7630	7520	855	2020-01-06	7600	7500	860	2001-11-29	2026-04-25
1756559	BE	371	Biel/Bienne	CH284246351838	0	3721					2586291.234	1221482.093	901	1004	1030	1122			8019		921				5	13				7430	7520	855	2025-09-16					7630	7520	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
1756560	BE	371	Biel/Bienne	CH413531461258	0	3720					2586324.383	1221462.622	901	1004	1020	1121			8011		127				3	2				7430	7530	860	2001-11-29					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756561	BE	371	Biel/Bienne	CH734612357724	0	6893					2589182.059	1223628.002	901	1004	1030	1110			8013		605				3	1				7436	7540	860	2001-11-29	7400	7500	860	2001-11-29	7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756562	BE	371	Biel/Bienne	CH780646351171	0	99					2589341.354	1223667.388	901	1004	1030	1110			8013		619				3	1				7436	7540	860	2001-11-29	7400	7500	860	2001-11-29	7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756563	BE	371	Biel/Bienne	CH457846123569	0	8397					2587451.517	1222915.547	901	1004	1020	1122			8013		140				3	6				7431	7530	860	2001-11-29					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756564	BE	371	Biel/Bienne	CH794612813524	0	8099					2587434.25	1222887.798	901	1004	1020	1122			8013		237				3	9				7430	7520	870	2025-08-22					7630	7520	870	2025-08-22	7600	7500	860	2001-11-29	2026-04-25
1756565	BE	371	Biel/Bienne	CH457846123569	0	8397					2587462.379	1222905.603	901	1004	1020	1122			8013		139				3	5				7431	7530	860	2001-11-29					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756566	BE	371	Biel/Bienne	CH794612813524	0	8099					2587462.575	1222850.093	901	1004	1020	1122			8013		238				3	9	1			7430	7520	870	2025-08-22					7630	7520	870	2025-08-22	7600	7500	860	2001-11-29	2026-04-25
1756567	BE	371	Biel/Bienne	CH594612783504	0	8255					2587486.414	1222888.964	901	1004	1020	1122			8013		239				3	9				7431	7530	860	2001-11-29					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756568	BE	371	Biel/Bienne	CH794612813524	0	8099					2587478.327	1222825.02	901	1004	1020	1122			8013		237				3	9	2			7430	7520	870	2025-08-22					7630	7520	870	2025-08-22	7600	7500	860	2001-11-29	2026-04-25
1756569	BE	371	Biel/Bienne	CH594612783504	0	8255					2587499.969	1222903.632	901	1004	1020	1122			8013		140				3	6				7431	7530	860	2001-11-29					7650	7560	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
1756570	BE	371	Biel/Bienne	CH794612813524	0	8099					2587492.919	1222798.169	901	1004	1020	1122			8013		275				3	9	2			7433	7530	855	2025-09-16					7630	7530	860	2001-11-29	7600	7500	860	2001-11-29	2026-04-25
