EGID	GDEKT	GGDENR	GGDENAME	EGRID	LGBKR	LPARZ	LPARZSX	LTYP	GEBNR	GBEZ	GKODE	GKODN	GKSCE	GSTAT	GKAT	GKLAS	GBAUJ	GBAUM	GBAUP	GABBJ	GAREA	GVOL	GVOLNORM	GVOLSCE	GASTW	GANZWHG	GAZZI	GSCHUTZR	GEBF	GWAERZH1	GENH1	GWAERSCEH1	GWAERDATH1	GWAERZH2	GENH2	GWAERSCEH2	GWAERDATH2	GWAERZW1	GENW1	GWAERSCEW1	GWAERDATW1	GWAERZW2	GENW2	GWAERSCEW2	GWAERDATW2	GEXPDAT
9052142	BE	371	Biel/Bienne	CH201735454644	0	10038					2587794.861	1222039.46	901	1004	1060	1251	1962		8014		1635									7430	7520	855	2025-09-16					7630	7530	869	2001-11-29					2026-04-25
9052143	BE	371	Biel/Bienne	CH201235214657	0	9882					2588885.929	1223567.812	901	1004	1060	1251	1996		8019		1041									7430	7520	855	2025-09-16					7630	7520	855	2025-09-16	7600	7500	869	2001-11-29	2026-04-25
9052144	BE	371	Biel/Bienne	CH684346351176	0	5206					2586206.937	1220565.075	901	1004	1060	1242	1955		8013		146				2					7430	7520	855	2025-09-16					7630	7530	869	2001-11-29					2026-04-25
9052145	BE	371	Biel/Bienne	CH358346193544	0	5187					2585970.325	1220545.363	901	1004	1060	1220			8015		903				4					7410	7598	870	2025-08-01					7650	7560	869	2001-11-29					2026-04-25
9052146	BE	371	Biel/Bienne	CH821289463514	0	4326					2587943.232	1222051.587	901	1004	1030	1110	1965		8014		138				2	1				7410	7501	870	2025-08-01	7400	7500	869	2021-08-13	7610	7501	870	2025-08-01	7600	7500	869	2021-08-13	2026-04-25
9052147	BE	371	Biel/Bienne	CH889746351895	0	5963				Café restaurant	2585639.838	1220900.613	901	1004	1040	1211			8017		235				6					7430	7520	870	2025-08-22					7630	7520	870	2025-08-22					2026-04-25
9052148	BE	371	Biel/Bienne							Orpundstr., 46, 2504, 0	2587681.0	1221366.0	902	1007	1060					1999																										2026-04-25
9052153	BE	371	Biel/Bienne		0	2434				Bahnhofstr., 49, 2502, 0	2585387.0	1220618.0	905	1007	1030	1122				2006	180				6	4				7430	7520	869	2001-11-29					7650	7560	869	2001-11-29					2026-04-25
9052154	BE	371	Biel/Bienne	CH194614073544	0	1944					2585664.855	1220985.107	901	1004	1040	1220	1901		8011		70				1	1				7430	7520	855	2025-09-16					7650	7560	869	2001-11-29					2026-04-25
9052155	BE	371	Biel/Bienne	CH843546185669	0	4494					2587401.494	1221737.619	905	1007	1060	1230			8011	2018	203				3					7430	7530	869	2001-11-29					7630	7530	869	2001-11-29					2026-04-25
9052156	BE	371	Biel/Bienne	CH961246351794	0	10036					2588855.624	1223570.658	901	1004	1060	1251			8018		628				2					7430	7520	869	2001-11-29					7650	7560	869	2001-11-29					2026-04-25
9052157	BE	371	Biel/Bienne	CH694618923568	0	5209					2586214.343	1220516.488	901	1004	1040	1230	1919		8012		42				1	1				7452	7560	869	2001-11-29	7400	7500	869	2001-11-29	7650	7560	869	2001-11-29	7600	7500	869	2001-11-29	2026-04-25
9052158	BE	371	Biel/Bienne	CH273514864627	0	1827					2585583.302	1220936.329	901	1004	1060	1263	1969		8014		236									7410	7598	870	2025-08-01	7400	7500	859	2023-06-02	7600	7500	869	2001-11-29	7600	7500	869	2001-11-29	2026-04-25
9052159	BE	371	Biel/Bienne	CH743546189762	0	1892					2585797.033	1221142.269	901	1004	1060	1251	1927		8012		220																	7600	7500	869	2001-11-29	7600	7500	869	2001-11-29	2026-04-25
9052160	BE	371	Biel/Bienne	CH558046123578	0	10160					2586834.125	1221719.083	901	1004	1060	1265	1993		8018		625				2					7430	7520	870	2025-08-22					7630	7520	870	2025-08-22					2026-04-25
9052161	BE	371	Biel/Bienne	CH550446183575	0	1632				Zivilstandsamt	2585442.199	1221196.008	901	1004	1030	1110			8011		124				5	1				7430	7530	869	2001-11-29					7650	7560	869	2001-11-29					2026-04-25
9052162	BE	371	Biel/Bienne	CH634614350218	0	2047					2585745.408	1221621.9	901	1004	1060	1263	1917		8011		371				4					7434	7520	855	2025-09-16					7650	7560	869	2001-11-29					2026-04-25
9052163	BE	371	Biel/Bienne	CH883646351202	0	1431					2585368.616	1221116.966	901	1004	1040	1230			8011		131				5	3				7430	7520	870	2025-08-22					7630	7520	870	2025-08-22					2026-04-25
9052166	BE	371	Biel/Bienne	CH243546128865	0	3211					2584771.875	1220744.224	901	1004	1060	1251	1964		8014		138				1					7430	7530	869	2001-11-29					7650	7560	869	2001-11-29					2026-04-25
9052167	BE	371	Biel/Bienne	CH543546141728	0	842					2587058.399	1222531.741	901	1004	1060	1220			8013		206				3					7430	7520	855	2025-09-16					7630	7530	869	2001-11-29					2026-04-25
9052168	BE	371	Biel/Bienne	CH594612423515	0	494					2587423.148	1222783.648	905	1007	1060	1251			8011	2018	5616				3					7430	7530	869	2001-11-29					7650	7560	869	2001-11-29					2026-04-25
9052169	BE	371	Biel/Bienne	CH234611356224	0	10074					2587814.617	1223106.068	901	1004	1040	1265			8019		4742				4		20			7434	7520	855	2025-09-16					7630	7520	855	2019-11-20					2026-04-25
9052170	BE	371	Biel/Bienne	CH794612983570	0	10398					2587921.59	1223236.818	901	1004	1060	1251	1971		8015		661				2					7434	7520	855	2025-09-16					7630	7520	869	2001-11-29					2026-04-25
9052174	BE	371	Biel/Bienne	CH934614350312	0	9071				Turnhalle	2586097.602	1221600.564	901	1004	1060	1263	1975		8015		1575				3					7410	7580	859	2019-12-04	7400	7500	859	2019-12-04	7610	7513	859	2019-12-04	7600	7500	859	2019-12-04	2026-04-25
9081663	BE	371	Biel/Bienne	CH457946143536	0	2742				Tankstelle	2584886.166	1220130.963	901	1004	1080	1274	1957		8013		2537																									2026-04-25
9081664	BE	371	Biel/Bienne	CH457846193548	0	536					2587063.932	1222388.647	901	1004	1060	1220	1947		8013		154																	7600	7500	869	2003-10-23	7600	7500	869	2003-10-23	2026-04-25
9081665	BE	371	Biel/Bienne	CH861446353457	0	1426				Stadttheater	2585317.919	1221136.527	901	1004	1060	1261	1550		8011		698				4					7430	7520	855	2025-09-16					7630	7520	855	2025-09-16					2026-04-25
9081666	BE	371	Biel/Bienne	CH355046183565	0	1703					2585486.776	1221073.282	901	1004	1040	1230	2000		8019		485				6	1			2573	7430	7520	855	2025-09-16					7630	7520	855	2025-09-16					2026-04-25
9081667	BE	371	Biel/Bienne	CH561246358070	0	10149					2588560.509	1223390.269	901	1004	1060	1251			8013		3310				3					7432	7520	855	2025-09-16					7632	7520	855	2020-01-09					2026-04-25
9081669	BE	371	Biel/Bienne	CH943546149706	0	10320				Hauser-Park	2586202.93	1221279.114	901	1004	1040	1220	2000		8019		788				5	5				7431	7530	869	2003-10-23					7650	7560	869	2003-10-23					2026-04-25
9081670	BE	371	Biel/Bienne	CH794612213510	0	9779					2588426.809	1223288.272	901	1004	1060	1220	1986		8017		448				2					7434	7520	870	2025-08-22					7650	7560	869	2003-10-23					2026-04-25
9081671	BE	371	Biel/Bienne	CH673514134613	0	2196				Katechetisches Zentrum Biel	2585645.617	1220712.285	901	1004	1060	1220	1934		8012		188				4					7434	7520	855	2025-09-16													2026-04-25
9081673	BE	371	Biel/Bienne	CH801235324614	0	4842					2586923.225	1221173.367	901	1004	1060	1251			8014		76				1					7410	7598	869	2003-10-23					7650	7560	869	2003-10-23					2026-04-25
9081677	BE	371	Biel/Bienne	CH113553461358	0	1329					2585359.792	1220988.088	901	1004	1040	1230			8011		108				5	4	3			7410	7598	870	2025-08-01					7610	7598	870	2025-08-01					2026-04-25
9081685	BE	371	Biel/Bienne	CH173511564681	0	9264					2586663.901	1221193.462	901	1004	1060	1251	1971		8015		292				2					7432	7530	855	2025-09-16					7632	7530	855	2022-04-20					2026-04-25
9081687	BE	371	Biel/Bienne	CH843546140733	0	1923					2585824.067	1221105.237	901	1004	1060	1251			8013		247				1					7430	7530	869	2003-10-23					7630	7530	869	2003-10-23					2026-04-25
9081688	BE	371	Biel/Bienne	CH961446359757	0	10322				Hauserpark	2586181.609	1221230.676	901	1004	1060	1251	2000		8019		750				3					7430	7520	855	2025-09-16					7630	7520	855	2025-09-16					2026-04-25
9081689	BE	371	Biel/Bienne	CH994613643595	0	2676					2585230.607	1219850.333	901	1004	1060	1220			8013		6853				3					7460	7580	869	2024-04-15	7400	7500	869	2024-04-15	7660	7580	869	2024-04-15	7600	7500	869	2024-04-15	2026-04-25
9081690	BE	371	Biel/Bienne	CH580046351209	0	10294				Tierarztpraxis am Kanal	2585968.551	1220920.877	901	1004	1060	1264	1923		8012		247				2					7432	7530	855	2025-09-16					7630	7530	869	2003-10-23					2026-04-25
9081691	BE	371	Biel/Bienne	CH521339463554	0	9246					2587952.41	1223252.694	901	1004	1060	1220			8017		538				3					7430	7530	855	2025-09-16					7650	7560	869	2003-10-23					2026-04-25
9081692	BE	371	Biel/Bienne	CH243546133914	0	9399				Tankstellenshop Coop	2588035.767	1223302.354	901	1004	1060	1230	1999		8019		152				1					7430	7520	855	2025-09-16					7650	7560	869	2003-10-23					2026-04-25
9081693	BE	371	Biel/Bienne							Unionsgasse, 14, 2502, 0	2585309.0	1220956.0	904	1007	1060					2007																										2026-04-25
9081694	BE	371	Biel/Bienne	CH701335644622	0	1472				Metzgerei	2585425.651	1221143.622	901	1004	1080	1274			8013		76																									2026-04-25
9081695	BE	371	Biel/Bienne	CH613517461021	0	2299					2585694.337	1220347.773	901	1004	1060	1251	1962		8014		190				2					7432	7530	855	2025-09-16					7632	7530	855	2022-01-12					2026-04-25
11513808	BE	371	Biel/Bienne	CH743546199660	0	10247					2583213.872	1219970.648	901	1004	1030	1110			8019		183				2	1				7430	7520	855	2025-09-16					7630	7520	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
11513811	BE	371	Biel/Bienne	CH785646351971	0	10238					2585837.257	1220870.502	901	1004	1020	1110			8019		57				4	1				7430	7520	855	2025-09-16	7400	7500	860	2021-05-12	7630	7520	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
11513814	BE	371	Biel/Bienne	CH156846103559	0	10306					2586887.062	1221943.011	901	1004	1020	1110			8019		75				2	1			150	7410	7501	864	2025-08-28	7400	7500	860	2001-11-29	7610	7501	864	2025-08-28	7600	7500	860	2001-11-29	2026-04-25
11513815	BE	371	Biel/Bienne	CH888946351127	0	6772					2585908.154	1221837.734	901	1004	1020	1110			8019		95				2	1				7430	7520	855	2025-09-16					7630	7520	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
11513816	BE	371	Biel/Bienne	CH734610354475	0	7323					2587986.975	1221618.019	901	1004	1020	1110			8019		72				2	1				7430	7520	855	2025-09-16					7630	7520	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
11513818	BE	371	Biel/Bienne	CH761446350820	0	10289					2586779.213	1220982.433	901	1004	1020	1110	2000		8019		79				2	1				7430	7520	855	2025-09-16					7650	7560	860	2003-05-03					2026-04-25
11513819	BE	371	Biel/Bienne	CH873514084657	0	10290					2586786.237	1220986.515	901	1004	1020	1110			8019		79				3	1				7430	7520	855	2025-09-16	7400	7500	860	2021-05-12	7630	7520	860	2002-09-05	7600	7500	860	2001-11-29	2026-04-25
11513820	BE	371	Biel/Bienne	CH880846351477	0	10291					2586792.854	1220989.384	901	1004	1020	1110	1949		8013		71				3	1				7430	7520	855	2025-09-16					7630	7520	855	2025-09-16	7600	7500	860	2001-11-29	2026-04-25
11528745	BE	371	Biel/Bienne	CH721142463513	0	5062					2586117.711	1220406.997	901	1004	1060	1230	1897		8011		67				1					7430	7520	860	2002-09-05					7630	7530	860	2002-09-05	7600	7500	860	2001-11-29	2026-04-25
190003112	BE	371	Biel/Bienne	CH273514394671	0	1198				Eglise du Pasquart	2585070.722	1221051.683	901	1004	1060	1272	1919		8012		619									7450	7560	869	2002-07-25					7650	7560	869	2002-07-25					2026-04-25
190003729	BE	371	Biel/Bienne	CH743546194316	0	2892					2583417.84	1220146.92	901	1004	1020	1122	2001		8020		273				4	6				7434	7520	855	2025-09-16					7650	7560	869	2002-08-05					2026-04-25
190003766	BE	371	Biel/Bienne	CH273512944621	0	10347					2587206.161	1222171.897	901	1004	1020	1122	2001		8020		294				4	6				7430	7520	869	2002-08-06					7620	7570	869	2002-08-06					2026-04-25
190003898	BE	371	Biel/Bienne	CH685946351132	0	10379					2586976.682	1220009.994	901	1004	1020	1110	2001		8020		156				1	1				7436	7540	869	2002-08-07					7650	7560	869	2002-08-07					2026-04-25
190003899	BE	371	Biel/Bienne	CH673512004670	0	10394					2587064.965	1220032.387	901	1004	1020	1110	2001		8020		108				2	1				7430	7520	855	2025-09-16					7630	7520	855	2025-09-16					2026-04-25
190003902	BE	371	Biel/Bienne	CH582246351888	0	10230					2587246.413	1222103.93	901	1004	1020	1122	2001		8020		257				4	8				7434	7520	855	2008-12-31					7634	7520	855	2008-12-31					2026-04-25
190003903	BE	371	Biel/Bienne	CH582246351888	0	10230					2587266.5	1222116.02	901	1004	1020	1122	2001		8020		277				4	8					7540	869	2002-08-07					7650	7560	869	2002-08-07					2026-04-25
190003904	BE	371	Biel/Bienne	CH451446123551	0	10404					2587143.637	1220002.743	901	1004	1020	1110	2001		8020		88				2	1				7432	7520	855	2025-09-16					7632	7520	855	2019-11-18					2026-04-25
190003905	BE	371	Biel/Bienne	CH913539461408	0	1160					2585150.753	1220841.002	901	1004	1030	1122	2001		8020		488				4	10			1464	7460	7580	864	2025-08-28					7650	7560	864	2025-08-28					2026-04-25
190003907	BE	371	Biel/Bienne	CH273518934667	0	10046					2583191.154	1220026.986	901	1004	1020	1110	2001		8020		118				2	1				7430	7542	855	2025-09-16					7630	7542	855	2025-09-16					2026-04-25
190003908	BE	371	Biel/Bienne	CH461146351205	0	10265					2583202.707	1220044.294	901	1004	1020	1122	2001		8020		273				3	3				7410	7598	870	2025-08-01					7610	7598	870	2025-08-01					2026-04-25
190003909	BE	371	Biel/Bienne	CH689246351411	0	10353					2585176.725	1219785.466	901	1004	1020	1110	2001		8020		124				2	1				7430	7520	855	2025-09-16	7420	7570	869	2002-08-07	7630	7520	855	2025-09-16	7620	7570	869	2002-08-07	2026-04-25
190003912	BE	371	Biel/Bienne	CH701235184690	0	10341					2587198.016	1222120.981	901	1004	1020	1122	2001		8020		271				3	6				7431	7520	869	2002-08-07					7650	7560	869	2002-08-07					2026-04-25
190003913	BE	371	Biel/Bienne	CH701235184690	0	10341					2587209.334	1222101.919	901	1004	1020	1122	1950		8013		278				4	8				7431	7530	859	2019-11-26					7650	7560	869	2002-08-07					2026-04-25
190003914	BE	371	Biel/Bienne	CH701235184690	0	10341					2587220.694	1222082.822	901	1004	1020	1122	2001		8020		271				3	6				7430	7520	869	2002-08-07					7650	7560	869	2002-08-07					2026-04-25
190004265	BE	371	Biel/Bienne	CH361246351707	0	10439					2587073.027	1219965.58	901	1004	1020	1110	2004		8020		95				2	1				7410	7598	869	2002-08-13					7650	7560	869	2002-08-13					2026-04-25
190004435	BE	371	Biel/Bienne	CH343546133977	0	10423					2584571.408	1220064.389	901	1004	1060	1220	2002		8020		543				2					7430	7520	855	2025-09-16					7630	7520	855	2025-09-16					2026-04-25
190004441	BE	371	Biel/Bienne	CH913505461918	0	5290					2585930.662	1220381.73	901	1004	1020	1122	2003		8020		400				5	10				7432	7520	855	2025-09-16					7650	7560	869	2002-08-19					2026-04-25
190004448	BE	371	Biel/Bienne	CH413578461223	0	10438					2587095.291	1219971.384	901	1004	1020	1110	2002		8020		92				2	1				7432	7520	870	2025-08-22					7632	7520	864	2017-11-16					2026-04-25
190004476	BE	371	Biel/Bienne	CH794612943582	0	10409					2587144.101	1222276.24	901	1004	1020	1122	2001		8020		294				4	7				7430	7520	870	2025-08-22					7630	7520	859	2024-01-24					2026-04-25
190004477	BE	371	Biel/Bienne	CH794612943582	0	10409					2587163.196	1222287.596	901	1004	1020	1122	2001		8020		296				4	7				7430	7520	855	2025-09-16					7630	7520	855	2025-09-16	7620	7570	869	2002-08-23	2026-04-25
190004478	BE	371	Biel/Bienne	CH759446123520	0	10409					2587165.232	1222240.642	901	1004	1020	1122	2001		8020		295				4	8				7430	7520	859	2024-01-24					7630	7520	859	2024-01-24					2026-04-25
190004560	BE	371	Biel/Bienne	CH473513124693	0	10416					2583234.801	1219798.107	901	1004	1020	1121	2001		8020		182				2	2				7410	7598	869	2002-08-27					7650	7560	869	2002-08-27					2026-04-25
190004569	BE	371	Biel/Bienne	CH694619613555	0	5551				Bundesamt für Sport, Hotel	2582790.868	1220718.538	901	1004	1040	1211	2003		8020		923				6	1	77			7431	7520	869	2002-08-27					7630	7520	869	2002-08-27					2026-04-25
190004574	BE	371	Biel/Bienne	CH861246350147	0	10318					2585027.949	1220083.727	901	1004	1060	1220	2002		8020		875				5					7434	7520	855	2025-09-16					7630	7520	869	2002-08-28					2026-04-25
190004582	BE	371	Biel/Bienne	CH613509461291	0	7264					2586242.82	1219566.923	901	1004	1020	1110	2002		8020		107				2	1				7410	7598	870	2025-08-01					7610	7598	870	2025-08-01					2026-04-25
190004587	BE	371	Biel/Bienne	CH943546116250	0	10779				Parking souterrain	2585306.83	1220172.271	901	1004	1060	1242	2001		8020		5168				3					7400	7500	869	2002-08-28	7400	7500	869	2002-08-28	7600	7500	869	2002-08-28	7600	7500	869	2002-08-28	2026-04-25
190004590	BE	371	Biel/Bienne							Goldgrubenweg 65, 2504	2588355.0	1222110.0	905	1007	1020	1110				1999						1																				2026-04-25
190004591	BE	371	Biel/Bienne	CH294611573581	0	2899					2583509.808	1220121.03	901	1004	1020	1110	2003		8020		87				2	1				7430	7520	869	2002-08-28					7650	7560	869	2002-08-28					2026-04-25
190004592	BE	371	Biel/Bienne	CH294611573581	0	2899					2583517.143	1220124.881	901	1004	1020	1110	2003		8020		87				2	1				7432	7520	855	2025-09-16					7650	7560	869	2002-08-28					2026-04-25
190004593	BE	371	Biel/Bienne	CH294611573581	0	2899					2583524.479	1220128.733	901	1004	1020	1110	2003		8020		87				2	1				7430	7520	869	2002-08-28					7650	7560	869	2002-08-28					2026-04-25
190004594	BE	371	Biel/Bienne	CH294611573581	0	2899					2583504.948	1220148.12	901	1004	1020	1122	2002		8020		299				4	7				7432	7520	855	2025-09-16					7650	7560	869	2002-08-28					2026-04-25
190004601	BE	371	Biel/Bienne	CH959746123565	0	10755					2586967.135	1219937.747	901	1004	1020	1110	2002		8020		79				2	1				7410	7501	864	2025-08-28	7400	7500	869	2004-05-04	7610	7501	864	2025-08-28	7600	7500	869	2002-08-29	2026-04-25
190004602	BE	371	Biel/Bienne	CH121297463583	0	10756					2586963.095	1219945.066	901	1004	1020	1110	2002		8020		79				2	1				7432	7520	855	2025-09-16					7632	7520	855	2019-11-18					2026-04-25
190005370	BE	371	Biel/Bienne	CH683646351963	0	2167					2585642.183	1220793.401	901	1004	1040	1220	2002		8020		245				6	8				7432	7520	855	2025-09-16					7632	7520	855	2020-01-24					2026-04-25
190005390	BE	371	Biel/Bienne	CH934613352497	0	10772					2586895.807	1220065.655	901	1004	1020	1110	2003		8020		57				3	1				7432	7520	855	2025-09-16					7610	7598	864	2021-03-31					2026-04-25
190005391	BE	371	Biel/Bienne	CH943546132482	0	10773					2586893.291	1220070.179	901	1004	1020	1110	2003		8020		57				3	1				7432	7520	855	2025-09-16					7632	7520	855	2019-11-28					2026-04-25
190005392	BE	371	Biel/Bienne	CH952446133593	0	10774					2586889.593	1220076.846	901	1004	1020	1110	2004		8020		57				3	1				7432	7520	855	2025-09-16					7630	7520	869	2002-10-01					2026-04-25
190005394	BE	371	Biel/Bienne	CH961346352460	0	10775					2586887.085	1220081.363	901	1004	1020	1110	2004		8020		57				3	1				7432	7520	855	2025-09-16					7630	7520	869	2002-10-01					2026-04-25
190005397	BE	371	Biel/Bienne	CH173513244662	0	10776					2586883.374	1220088.041	901	1004	1020	1110	2004		8020		57				3	1				7432	7520	855	2025-09-16					7630	7520	869	2002-10-01					2026-04-25
190005398	BE	371	Biel/Bienne	CH182446351378	0	10777					2586880.873	1220092.562	901	1004	1020	1110	2004		8020		57				3	1				7432	7520	855	2025-09-16					7630	7520	869	2002-10-01					2026-04-25
190005400	BE	371	Biel/Bienne	CH613580461234	0	10437					2587106.611	1219984.822	901	1004	1020	1110	2002		8020		86				3	1				7410	7501	871	2005-11-24					7610	7501	871	2005-11-24					2026-04-25
190007042	BE	371	Biel/Bienne	CH243546115997	0	8956				Heizzentrale - Spitalzentrum	2585352.096	1221923.06	901	1004	1060	1264	1966		8014		554				4					7460	7580	859	2017-04-25					7630	7520	869	2002-11-07					2026-04-25
190007104	BE	371	Biel/Bienne	CH943546116250	0	10779					2585232.695	1220198.52	901	1004	1060	1220	2002		8020		267				6					7430	7520	857	2025-12-11	7400	7500	857	2025-12-11	7630	7520	857	2025-12-11	7600	7500	857	2025-12-11	2026-04-25
190007113	BE	371	Biel/Bienne	CH121419463552	0	10940					2588336.559	1222129.677	901	1004	1020	1110	2002		8020		165				2	1				7432	7530	855	2025-09-16					7632	7530	855	2022-10-14					2026-04-25
190007229	BE	371	Biel/Bienne	CH759446123520	0	10409					2587184.396	1222252.022	901	1004	1020	1122	2002		8020		296				4	7				7430	7520	859	2024-01-24					7630	7520	859	2024-01-24					2026-04-25
190007236	BE	371	Biel/Bienne	CH594614293536	0	9390					2588829.262	1223634.071	901	1004	1060	1251	2002		8020		5201				5					7434	7520	855	2025-09-16	7400	7500	869	2013-03-31	7634	7520	855	2020-01-09	7600	7500	869	2013-03-31	2026-04-25
