EGID	EDID	EGAID	DEINR	ESID	STRNAME	STRNAMK	STRINDX	STRSP	STROFFIZIEL	DPLZ4	DPLZZ	DPLZNAME	DKODE	DKODN	DOFFADR	DEXPDAT
9005215	0	101197390	12	10121029	Rue de Longeau	R. de Longeau	Lon	9903	1	2504	0	Biel/Bienne	2588819.335	1223576.074	1	2026-04-25
9005215	0	101197390	12	10121029	Lengnaustrasse	Lengnaustr.	Len	9901	1	2504	0	Biel/Bienne	2588819.335	1223576.074	1	2026-04-25
9005216	0	101197391	1a	10113523	Chemin des Alouettes	Ch. des Alouettes	Alo	9903	1	2502	0	Biel/Bienne	2586758.074	1221857.435	1	2026-04-25
9005216	0	101197391	1a	10113523	Lerchenweg	Lerchenweg	Ler	9901	1	2502	0	Biel/Bienne	2586758.074	1221857.435	1	2026-04-25
9005217	0	101197392	6	10181816	Rue de la Leugene	R. de la Leugene	Leu	9903	1	2504	0	Biel/Bienne	2588653.449	1223683.007	1	2026-04-25
9005217	0	101197392	6	10181816	Leugenestrasse	Leugenestr.	Leu	9901	1	2504	0	Biel/Bienne	2588653.449	1223683.007	1	2026-04-25
9005219	0	101935854	8	10007033	Lindenegg	Lindenegg	Lin	9901	1	2502	0	Biel/Bienne	2585206.814	1221139.738	1	2026-04-25
9005219	0	101935854	8	10007033	Coin-des-Tilleuls	Coin-des-Tilleuls	Coi	9903	1	2502	0	Biel/Bienne	2585206.814	1221139.738	1	2026-04-25
9005220	0	101197393	9a	10106374	Chemin des Fléoles	Ch. des Fléoles	Flé	9903	1	2503	0	Biel/Bienne	2586072.82	1219714.863	1	2026-04-25
9005220	0	101197393	9a	10106374	Lischenweg	Lischenweg	Lis	9901	1	2503	0	Biel/Bienne	2586072.82	1219714.863	1	2026-04-25
9005221	0	101197394	28	10007034	Rue de la Loge	R. de la Loge	Log	9903	1	2502	0	Biel/Bienne	2585861.714	1221062.884	1	2026-04-25
9005221	0	101197394	28	10007034	Logengasse	Logengasse	Log	9901	1	2502	0	Biel/Bienne	2585861.714	1221062.884	1	2026-04-25
9005222	0	101197395	29a	10007034	Rue de la Loge	R. de la Loge	Log	9903	1	2502	0	Biel/Bienne	2585836.616	1221094.046	1	2026-04-25
9005222	0	101197395	29a	10007034	Logengasse	Logengasse	Log	9901	1	2502	0	Biel/Bienne	2585836.616	1221094.046	1	2026-04-25
9005223	0	101655790	5	10180317	Rue de Madretsch	R. de Madretsch	Mad	9903	1	2503	0	Biel/Bienne			0	2026-04-25
9005223	0	101655790	5	10180317	Madretschstrasse	Madretschstr.	Mad	9901	1	2503	0	Biel/Bienne			0	2026-04-25
9005224	0	101197396	33	10180317	Rue de Madretsch	R. de Madretsch	Mad	9903	1	2503	0	Biel/Bienne	2585909.19	1220252.51	0	2026-04-25
9005224	0	101197396	33	10180317	Madretschstrasse	Madretschstr.	Mad	9901	1	2503	0	Biel/Bienne	2585909.19	1220252.51	0	2026-04-25
9005225	0	101198916	67	10180317	Rue de Madretsch	R. de Madretsch	Mad	9903	1	2503	0	Biel/Bienne	2586061.33	1220406.841	1	2026-04-25
9005225	0	101198916	67	10180317	Madretschstrasse	Madretschstr.	Mad	9901	1	2503	0	Biel/Bienne	2586061.33	1220406.841	1	2026-04-25
9005226	0	101198917	5	10007035	Rue du Marché	R. du Marché	Mar	9903	1	2502	0	Biel/Bienne			0	2026-04-25
9005226	0	101198917	5	10007035	Marktgasse	Marktgasse	Mar	9901	1	2502	0	Biel/Bienne			0	2026-04-25
9005227	0	101198918	7	10007035	Rue du Marché	R. du Marché	Mar	9903	1	2502	0	Biel/Bienne	2585392.523	1221015.776	1	2026-04-25
9005227	0	101198918	7	10007035	Marktgasse	Marktgasse	Mar	9901	1	2502	0	Biel/Bienne	2585392.523	1221015.776	1	2026-04-25
9005227	1	101566814	9	10007035	Marktgasse	Marktgasse	Mar	9901	1	2502	0	Biel/Bienne	2585400.618	1221024.241	1	2026-04-25
9005227	1	101566814	9	10007035	Rue du Marché	R. du Marché	Mar	9903	1	2502	0	Biel/Bienne	2585400.618	1221024.241	1	2026-04-25
9005227	2	102440120	5	10007035	Rue du Marché	R. du Marché	Mar	9903	1	2502	0	Biel/Bienne	2585389.208	1221014.019	1	2026-04-25
9005227	2	102440120	5	10007035	Marktgasse	Marktgasse	Mar	9901	1	2502	0	Biel/Bienne	2585389.208	1221014.019	1	2026-04-25
9005228	0	101198919	17	10007035	Rue du Marché	R. du Marché	Mar	9903	1	2502	0	Biel/Bienne	2585431.724	1221044.988	1	2026-04-25
9005228	0	101198919	17	10007035	Marktgasse	Marktgasse	Mar	9901	1	2502	0	Biel/Bienne	2585431.724	1221044.988	1	2026-04-25
9005229	0	101198920	24	10007035	Rue du Marché	R. du Marché	Mar	9903	1	2502	0	Biel/Bienne	2585450.435	1221029.533	1	2026-04-25
9005229	0	101198920	24	10007035	Marktgasse	Marktgasse	Mar	9901	1	2502	0	Biel/Bienne	2585450.435	1221029.533	1	2026-04-25
9005230	0	101198921	26	10007035	Rue du Marché	R. du Marché	Mar	9903	1	2502	0	Biel/Bienne	2585454.269	1221031.803	1	2026-04-25
9005230	0	101198921	26	10007035	Marktgasse	Marktgasse	Mar	9901	1	2502	0	Biel/Bienne	2585454.269	1221031.803	1	2026-04-25
9005232	0	101198922	33	10005176	Rue des Prés	R. des Prés	Pré	9903	1	2503	0	Biel/Bienne	2585607.563	1220344.698	1	2026-04-25
9005232	0	101198922	33	10005176	Mattenstrasse	Mattenstr.	Mat	9901	1	2503	0	Biel/Bienne	2585607.563	1220344.698	1	2026-04-25
9005233	0	102199034	108	10005176	Rue des Prés	R. des Prés	Pré	9903	1	2503	0	Biel/Bienne	2586007.789	1220562.772	1	2026-04-25
9005233	0	102199034	108	10005176	Mattenstrasse	Mattenstr.	Mat	9901	1	2503	0	Biel/Bienne	2586007.789	1220562.772	1	2026-04-25
9005234	0	101198923	116	10005176	Rue des Prés	R. des Prés	Pré	9903	1	2503	0	Biel/Bienne			0	2026-04-25
9005234	0	101198923	116	10005176	Mattenstrasse	Mattenstr.	Mat	9901	1	2503	0	Biel/Bienne			0	2026-04-25
9005235	0	101198924	133	10005176	Rue des Prés	R. des Prés	Pré	9903	1	2503	0	Biel/Bienne	2586143.384	1220714.78	1	2026-04-25
9005235	0	101198924	133	10005176	Mattenstrasse	Mattenstr.	Mat	9901	1	2503	0	Biel/Bienne	2586143.384	1220714.78	1	2026-04-25
9005236	0	101198925	137	10005176	Rue des Prés	R. des Prés	Pré	9903	1	2503	0	Biel/Bienne	2586220.119	1220739.754	1	2026-04-25
9005236	0	101198925	137	10005176	Mattenstrasse	Mattenstr.	Mat	9901	1	2503	0	Biel/Bienne	2586220.119	1220739.754	1	2026-04-25
9005237	0	101198926	149	10005176	Rue des Prés	R. des Prés	Pré	9903	1	2503	0	Biel/Bienne	2586266.474	1220739.84	1	2026-04-25
9005237	0	101198926	149	10005176	Mattenstrasse	Mattenstr.	Mat	9901	1	2503	0	Biel/Bienne	2586266.474	1220739.84	1	2026-04-25
9005238	0	101198927	151	10005176	Rue des Prés	R. des Prés	Pré	9903	1	2503	0	Biel/Bienne	2586325.381	1220776.853	1	2026-04-25
9005238	0	101198927	151	10005176	Mattenstrasse	Mattenstr.	Mat	9901	1	2503	0	Biel/Bienne	2586325.381	1220776.853	1	2026-04-25
9005239	0	101198928	7	10175752	Mettlenweg	Mettlenweg	Met	9901	1	2504	0	Biel/Bienne	2587566.88	1221708.44	1	2026-04-25
9005239	0	101198928	7	10175752	Chemin Mettlen	Ch. Mettlen	Met	9903	1	2504	0	Biel/Bienne	2587566.88	1221708.44	1	2026-04-25
9005239	1	101198929	9	10175752	Mettlenweg	Mettlenweg	Met	9901	1	2504	0	Biel/Bienne	2587560.159	1221715.844	1	2026-04-25
9005239	1	101198929	9	10175752	Chemin Mettlen	Ch. Mettlen	Met	9903	1	2504	0	Biel/Bienne	2587560.159	1221715.844	1	2026-04-25
9005240	0	101949406	17	10175752	Chemin Mettlen	Ch. Mettlen	Met	9903	1	2504	0	Biel/Bienne	2587743.946	1221860.373	1	2026-04-25
9005240	0	101949406	17	10175752	Mettlenweg	Mettlenweg	Met	9901	1	2504	0	Biel/Bienne	2587743.946	1221860.373	1	2026-04-25
9005241	0	101198930	21	10175752	Mettlenweg	Mettlenweg	Met	9901	1	2504	0	Biel/Bienne	2587776.81	1221892.973	1	2026-04-25
9005241	0	101198930	21	10175752	Chemin Mettlen	Ch. Mettlen	Met	9903	1	2504	0	Biel/Bienne	2587776.81	1221892.973	1	2026-04-25
9005242	0	101198931	25	10175752	Chemin Mettlen	Ch. Mettlen	Met	9903	1	2504	0	Biel/Bienne	2587825.1	1221936.158	1	2026-04-25
9005242	0	101198931	25	10175752	Mettlenweg	Mettlenweg	Met	9901	1	2504	0	Biel/Bienne	2587825.1	1221936.158	1	2026-04-25
9005243	0	102205865	55	10175752	Mettlenweg	Mettlenweg	Met	9901	1	2504	0	Biel/Bienne	2588298.728	1222361.135	1	2026-04-25
9005243	0	102205865	55	10175752	Chemin Mettlen	Ch. Mettlen	Met	9903	1	2504	0	Biel/Bienne	2588298.728	1222361.135	1	2026-04-25
9005244	0	101198932	19a	10175752	Chemin Mettlen	Ch. Mettlen	Met	9903	1	2504	0	Biel/Bienne	2587750.336	1221867.84	1	2026-04-25
9005244	0	101198932	19a	10175752	Mettlenweg	Mettlenweg	Met	9901	1	2504	0	Biel/Bienne	2587750.336	1221867.84	1	2026-04-25
9005245	0	101964383	9d	10175752	Mettlenweg	Mettlenweg	Met	9901	1	2504	0	Biel/Bienne	2587597.922	1221747.615	1	2026-04-25
9005245	0	101964383	9d	10175752	Chemin Mettlen	Ch. Mettlen	Met	9903	1	2504	0	Biel/Bienne	2587597.922	1221747.615	1	2026-04-25
9005246	0	101198933	103	10181814	Rue de Mâche	R. de Mâche	Mâc	9903	1	2504	0	Biel/Bienne	2587121.52	1221243.557	1	2026-04-25
9005246	0	101198933	103	10181814	Mettstrasse	Mettstr.	Met	9901	1	2504	0	Biel/Bienne	2587121.52	1221243.557	1	2026-04-25
9005247	0	101198934	111	10181814	Rue de Mâche	R. de Mâche	Mâc	9903	1	2504	0	Biel/Bienne	2587124.629	1221278.432	1	2026-04-25
9005247	0	101198934	111	10181814	Mettstrasse	Mettstr.	Met	9901	1	2504	0	Biel/Bienne	2587124.629	1221278.432	1	2026-04-25
9005248	0	101948420	139	10181814	Rue de Mâche	R. de Mâche	Mâc	9903	1	2504	0	Biel/Bienne	2587424.932	1221385.871	1	2026-04-25
9005248	0	101948420	139	10181814	Mettstrasse	Mettstr.	Met	9901	1	2504	0	Biel/Bienne	2587424.932	1221385.871	1	2026-04-25
9005249	0	101964671	144	10181814	Rue de Mâche	R. de Mâche	Mâc	9903	1	2504	0	Biel/Bienne	2587428.86	1221350.876	1	2026-04-25
9005249	0	101964671	144	10181814	Mettstrasse	Mettstr.	Met	9901	1	2504	0	Biel/Bienne	2587428.86	1221350.876	1	2026-04-25
9005250	0	101948529	154	10181814	Mettstrasse	Mettstr.	Met	9901	1	2504	0	Biel/Bienne	2587525.647	1221376.546	1	2026-04-25
9005250	0	101948529	154	10181814	Rue de Mâche	R. de Mâche	Mâc	9903	1	2504	0	Biel/Bienne	2587525.647	1221376.546	1	2026-04-25
9005254	0	101967067	26	10181789	Promenade de la Suze	Prom. de la Suze	Suz	9903	1	2502	0	Biel/Bienne	2585084.179	1220903.723	1	2026-04-25
9005254	0	101967067	26	10181789	Schüsspromenade	Schüsspromenade	Sch	9901	1	2502	0	Biel/Bienne	2585084.179	1220903.723	1	2026-04-25
9005256	0	101198935	113	10181814	Rue de Mâche	R. de Mâche	Mâc	9903	1	2504	0	Biel/Bienne	2587150.872	1221290.74	1	2026-04-25
9005256	0	101198935	113	10181814	Mettstrasse	Mettstr.	Met	9901	1	2504	0	Biel/Bienne	2587150.872	1221290.74	1	2026-04-25
9005262	0	101198936	16a	10186463	Brühlstrasse	Brühlstr.	Brü	9901	1	2503	0	Biel/Bienne	2585939.441	1220665.084	0	2026-04-25
9005262	0	101198936	16a	10186463	Rue du Breuil	R. du Breuil	Bre	9903	1	2503	0	Biel/Bienne	2585939.441	1220665.084	0	2026-04-25
9005263	0	101198937	16	10005181	Rainstrasse	Rainstr.	Rai	9901	1	2503	0	Biel/Bienne	2586162.527	1220305.036	1	2026-04-25
9005263	0	101198937	16	10005181	Rue du Crêt	R. du Crêt	Crê	9903	1	2503	0	Biel/Bienne	2586162.527	1220305.036	1	2026-04-25
9005264	0	101198938	8	10005175	Rue du Débarcadère	R. du Débarcadère	Déb	9903	1	2503	0	Biel/Bienne	2584548.727	1220251.845	1	2026-04-25
9005264	0	101198938	8	10005175	Ländtestrasse	Ländtestr.	Län	9901	1	2503	0	Biel/Bienne	2584548.727	1220251.845	1	2026-04-25
9005265	0	101198939	2a	10103609	Rue du Midi	R. du Midi	Mid	9903	1	2504	0	Biel/Bienne	2587131.298	1221137.948	1	2026-04-25
9005265	0	101198939	2a	10103609	Südstrasse	Südstr.	Süd	9901	1	2504	0	Biel/Bienne	2587131.298	1221137.948	1	2026-04-25
9005266	0	101198940	76	10103609	Rue du Midi	R. du Midi	Mid	9903	1	2504	0	Biel/Bienne	2587895.171	1221182.43	1	2026-04-25
9005266	0	101198940	76	10103609	Südstrasse	Südstr.	Süd	9901	1	2504	0	Biel/Bienne	2587895.171	1221182.43	1	2026-04-25
9007026	0	101213641	111a	10181814	Mettstrasse	Mettstr.	Met	9901	1	2504	0	Biel/Bienne	2587103.56	1221302.64	1	2026-04-25
9007026	0	101213641	111a	10181814	Rue de Mâche	R. de Mâche	Mâc	9903	1	2504	0	Biel/Bienne	2587103.56	1221302.64	1	2026-04-25
9007027	0	101213642	127a	10181814	Mettstrasse	Mettstr.	Met	9901	1	2504	0	Biel/Bienne	2587267.571	1221333.86	1	2026-04-25
9007027	0	101213642	127a	10181814	Rue de Mâche	R. de Mâche	Mâc	9903	1	2504	0	Biel/Bienne	2587267.571	1221333.86	1	2026-04-25
9007028	0	101213643	135e	10181814	Mettstrasse	Mettstr.	Met	9901	1	2504	0	Biel/Bienne	2587285.877	1221424.201	1	2026-04-25
9007028	0	101213643	135e	10181814	Rue de Mâche	R. de Mâche	Mâc	9903	1	2504	0	Biel/Bienne	2587285.877	1221424.201	1	2026-04-25
9007029	0	101213644	137b	10181814	Mettstrasse	Mettstr.	Met	9901	1	2504	0	Biel/Bienne	2587330.419	1221373.634	1	2026-04-25
9007029	0	101213644	137b	10181814	Rue de Mâche	R. de Mâche	Mâc	9903	1	2504	0	Biel/Bienne	2587330.419	1221373.634	1	2026-04-25
9007030	0	102206670	99b	10181814	Mettstrasse	Mettstr.	Met	9901	1	2504	0	Biel/Bienne	2587060.753	1221261.869	1	2026-04-25
9007030	0	102206670	99b	10181814	Rue de Mâche	R. de Mâche	Mâc	9903	1	2504	0	Biel/Bienne	2587060.753	1221261.869	1	2026-04-25
9007032	0	101213645	40	10103606	Rue du Milieu	R. du Milieu	Mil	9903	1	2502	0	Biel/Bienne	2585825.875	1221283.28	1	2026-04-25
9007032	0	101213645	40	10103606	Mittelstrasse	Mittelstr.	Mit	9901	1	2502	0	Biel/Bienne	2585825.875	1221283.28	1	2026-04-25
9007033	0	101213646	19c	10103606	Rue du Milieu	R. du Milieu	Mil	9903	1	2502	0	Biel/Bienne	2585660.741	1221223.232	1	2026-04-25
9007033	0	101213646	19c	10103606	Mittelstrasse	Mittelstr.	Mit	9901	1	2502	0	Biel/Bienne	2585660.741	1221223.232	1	2026-04-25
9007034	0	101213647	5	10007036	Pont-du-Moulin	Pont-du-Moulin	Pon	9903	1	2502	0	Biel/Bienne	2585231.014	1221076.931	1	2026-04-25
9007034	0	101213647	5	10007036	Mühlebrücke	Mühlebrücke	Müh	9901	1	2502	0	Biel/Bienne	2585231.014	1221076.931	1	2026-04-25
9007035	0	101213648	16	10007036	Pont-du-Moulin	Pont-du-Moulin	Pon	9903	1	2502	0	Biel/Bienne	2585324.397	1221049.894	1	2026-04-25
9007035	0	101213648	16	10007036	Mühlebrücke	Mühlebrücke	Müh	9901	1	2502	0	Biel/Bienne	2585324.397	1221049.894	1	2026-04-25
9007036	0	101213649	5a	10007036	Pont-du-Moulin	Pont-du-Moulin	Pon	9903	1	2502	0	Biel/Bienne	2585218.14	1221088.737	1	2026-04-25
9007036	0	101213649	5a	10007036	Mühlebrücke	Mühlebrücke	Müh	9901	1	2502	0	Biel/Bienne	2585218.14	1221088.737	1	2026-04-25
9007038	0	101213650	7	10175993	Rue de Morat	R. de Morat	Mor	9903	1	2502	0	Biel/Bienne	2585447.69	1220554.151	1	2026-04-25
9007038	0	101213650	7	10175993	Murtenstrasse	Murtenstr.	Mur	9901	1	2502	0	Biel/Bienne	2585447.69	1220554.151	1	2026-04-25
9007041	0	102204769	14	10175993	Rue de Morat	R. de Morat	Mor	9903	1	2502	0	Biel/Bienne	2585423.951	1220526.563	1	2026-04-25
9007041	0	102204769	14	10175993	Murtenstrasse	Murtenstr.	Mur	9901	1	2502	0	Biel/Bienne	2585423.951	1220526.563	1	2026-04-25
9007042	0	101213651	6	10064096	Silbergasse	Silbergasse	Sil	9901	1	2502	0	Biel/Bienne	2585385.212	1220338.507	1	2026-04-25
9007042	0	101213651	6	10064096	Rue de l'Argent	R. de l'Argent	Arg	9903	1	2502	0	Biel/Bienne	2585385.212	1220338.507	1	2026-04-25
9007042	1	101617232	14	10106373	Hans-Hugi-Strasse	Hans-Hugi-Str.	Han	9901	1	2502	0	Biel/Bienne	2585371.368	1220325.174	1	2026-04-25
9007042	1	101617232	14	10106373	Rue Hans-Hugi	R. Hans-Hugi	Han	9903	1	2502	0	Biel/Bienne	2585371.368	1220325.174	1	2026-04-25
9007042	2	101449905	34	10175993	Rue de Morat	R. de Morat	Mor	9903	1	2502	0	Biel/Bienne	2585410.783	1220324.585	1	2026-04-25
9007042	2	101449905	34	10175993	Murtenstrasse	Murtenstr.	Mur	9901	1	2502	0	Biel/Bienne	2585410.783	1220324.585	1	2026-04-25
9007043	0	101213652	65	10175993	Rue de Morat	R. de Morat	Mor	9903	1	2502	0	Biel/Bienne	2585434.524	1220137.687	1	2026-04-25
9007043	0	101213652	65	10175993	Murtenstrasse	Murtenstr.	Mur	9901	1	2502	0	Biel/Bienne	2585434.524	1220137.687	1	2026-04-25
9007045	0	101213653	104	10106384	Neuenburgstrasse	Neuenburgstr.	Neu	9901	1	2505	0	Biel/Bienne	2583687.864	1220158.818	1	2026-04-25
9007045	0	101213653	104	10106384	Route de Neuchâtel	Rte de Neuchâtel	Neu	9903	1	2505	0	Biel/Bienne	2583687.864	1220158.818	1	2026-04-25
9007046	0	101213654	134a	10106384	Neuenburgstrasse	Neuenburgstr.	Neu	9901	1	2505	0	Biel/Bienne	2584048.019	1220323.931	1	2026-04-25
9007046	0	101213654	134a	10106384	Route de Neuchâtel	Rte de Neuchâtel	Neu	9903	1	2505	0	Biel/Bienne	2584048.019	1220323.931	1	2026-04-25
9007047	0	101213655	8	10007037	Rue Neuve	R. Neuve	Neu	9903	1	2502	0	Biel/Bienne	2585109.447	1220688.227	1	2026-04-25
9007047	0	101213655	8	10007037	Neuengasse	Neuengasse	Neu	9901	1	2502	0	Biel/Bienne	2585109.447	1220688.227	1	2026-04-25
9007048	0	101213656	28	10007037	Rue Neuve	R. Neuve	Neu	9903	1	2502	0	Biel/Bienne	2585278.671	1220791.21	1	2026-04-25
9007048	0	101213656	28	10007037	Neuengasse	Neuengasse	Neu	9901	1	2502	0	Biel/Bienne	2585278.671	1220791.21	1	2026-04-25
9007050	0	101949239	50	10128001	Nidaugasse	Nidaugasse	Nid	9901	1	2502	0	Biel/Bienne	2585423.208	1220859.829	1	2026-04-25
9007050	0	101949239	50	10128001	Rue de Nidau	R. de Nidau	Nid	9903	1	2502	0	Biel/Bienne	2585423.208	1220859.829	1	2026-04-25
9007050	1	101467469	11	10089201	Florastrasse	Florastr.	Flo	9901	1	2502	0	Biel/Bienne	2585403.411	1220823.142	1	2026-04-25
9007050	1	101467469	11	10089201	Rue de Flore	R. de Flore	Flo	9903	1	2502	0	Biel/Bienne	2585403.411	1220823.142	1	2026-04-25
9007050	2	101467474	42	10007037	Neuengasse	Neuengasse	Neu	9901	1	2502	0	Biel/Bienne	2585369.4	1220855.06	1	2026-04-25
9007050	2	101467474	42	10007037	Rue Neuve	R. Neuve	Neu	9903	1	2502	0	Biel/Bienne	2585369.4	1220855.06	1	2026-04-25
9007052	0	101965261	15	10113521	Rue du Marché-Neuf	R. du Marché-Neuf	Mar	9903	1	2502	0	Biel/Bienne	2585679.931	1220936.552	1	2026-04-25
9007052	0	101965261	15	10113521	Neumarktstrasse	Neumarktstr.	Neu	9901	1	2502	0	Biel/Bienne	2585679.931	1220936.552	1	2026-04-25
9007053	0	101213657	5	10128001	Rue de Nidau	R. de Nidau	Nid	9903	1	2502	0	Biel/Bienne	2585376.19	1221011.812	1	2026-04-25
9007053	0	101213657	5	10128001	Nidaugasse	Nidaugasse	Nid	9901	1	2502	0	Biel/Bienne	2585376.19	1221011.812	1	2026-04-25
9007054	0	101213658	11	10128001	Rue de Nidau	R. de Nidau	Nid	9903	1	2502	0	Biel/Bienne	2585388.53	1220978.202	1	2026-04-25
9007054	0	101213658	11	10128001	Nidaugasse	Nidaugasse	Nid	9901	1	2502	0	Biel/Bienne	2585388.53	1220978.202	1	2026-04-25
9007056	0	101213659	24	10128001	Rue de Nidau	R. de Nidau	Nid	9903	1	2502	0	Biel/Bienne	2585369.456	1220957.008	1	2026-04-25
9007056	0	101213659	24	10128001	Nidaugasse	Nidaugasse	Nid	9901	1	2502	0	Biel/Bienne	2585369.456	1220957.008	1	2026-04-25
9007061	0	101213661	46	10128001	Rue de Nidau	R. de Nidau	Nid	9903	1	2502	0	Biel/Bienne	2585401.864	1220907.32	1	2026-04-25
9007061	0	101213661	46	10128001	Nidaugasse	Nidaugasse	Nid	9901	1	2502	0	Biel/Bienne	2585401.864	1220907.32	1	2026-04-25
9007065	0	101949702	27a	10128001	Rue de Nidau	R. de Nidau	Nid	9903	1	2502	0	Biel/Bienne	2585440.522	1220908.693	1	2026-04-25
9007065	0	101949702	27a	10128001	Nidaugasse	Nidaugasse	Nid	9901	1	2502	0	Biel/Bienne	2585440.522	1220908.693	1	2026-04-25
9007066	0	101213662	6	10089209	Quai du Haut	Quai du Haut	Qua	9903	1	2503	0	Biel/Bienne	2585501.903	1220700.19	1	2026-04-25
9007066	0	101213662	6	10089209	Oberer Quai	Oberer Quai	Qua	9901	1	2503	0	Biel/Bienne	2585501.903	1220700.19	1	2026-04-25
9007067	0	101213663	52	10089209	Quai du Haut	Quai du Haut	Qua	9903	1	2503	0	Biel/Bienne	2585767.884	1220886.747	1	2026-04-25
9007067	0	101213663	52	10089209	Oberer Quai	Oberer Quai	Qua	9901	1	2503	0	Biel/Bienne	2585767.884	1220886.747	1	2026-04-25
9007068	0	101213664	1	10007038	Obergasse	Obergasse	Obe	9901	1	2502	0	Biel/Bienne	2585415.441	1221247.613	1	2026-04-25
9007068	0	101213664	1	10007038	Rue Haute	R. Haute	Hau	9903	1	2502	0	Biel/Bienne	2585415.441	1221247.613	1	2026-04-25
9007069	0	101213665	10	10005614	Chemin Ohm	Ch. Ohm	Ohm	9903	1	2504	0	Biel/Bienne	2586686.087	1221263.752	1	2026-04-25
9007069	0	101213665	10	10005614	Ohm-Weg	Ohm-Weg	Ohm	9901	1	2504	0	Biel/Bienne	2586686.087	1221263.752	1	2026-04-25
9007070	0	102209223	17	10064089	Route d'Orpond	Rte d'Orpond	Orp	9903	1	2504	0	Biel/Bienne	2587573.75	1221459.902	1	2026-04-25
9007070	0	102209223	17	10064089	Orpundstrasse	Orpundstr.	Orp	9901	1	2504	0	Biel/Bienne	2587573.75	1221459.902	1	2026-04-25
9007071	0	101213666	77	10064089	Orpundstrasse	Orpundstr.	Orp	9901	1	2504	0	Biel/Bienne	2588222.698	1221332.094	1	2026-04-25
9007071	0	101213666	77	10064089	Route d'Orpond	Rte d'Orpond	Orp	9903	1	2504	0	Biel/Bienne	2588222.698	1221332.094	1	2026-04-25
9007072	0	101213667	40a	10064089	Route d'Orpond	Rte d'Orpond	Orp	9903	1	2504	0	Biel/Bienne	2587618.382	1221389.588	1	2026-04-25
9007072	0	101213667	40a	10064089	Orpundstrasse	Orpundstr.	Orp	9901	1	2504	0	Biel/Bienne	2587618.382	1221389.588	1	2026-04-25
9007074	0	101213668	5	10106379	Fritz-Oppliger-Strasse	Fritz-Oppliger-Str.	Fri	9901	1	2504	0	Biel/Bienne	2588291.821	1223285.241	1	2026-04-25
9007074	0	101213668	5	10106379	Rue Fritz-Oppliger	R. Fritz-Oppliger	Fri	9903	1	2504	0	Biel/Bienne	2588291.821	1223285.241	1	2026-04-25
9007075	0	101963963	11	10115022	Chemin de la Passerelle	Ch. de la Passerelle	Pas	9903	1	2503	0	Biel/Bienne	2586300.533	1220507.962	1	2026-04-25
9007075	0	101963963	11	10115022	Passerellenweg	Passerellenweg	Pas	9901	1	2503	0	Biel/Bienne	2586300.533	1220507.962	1	2026-04-25
9007076	0	101213669	55	10005180	Pianostrasse	Pianostr.	Pia	9901	1	2503	0	Biel/Bienne	2586137.044	1220511.887	1	2026-04-25
9007076	0	101213669	55	10005180	Rue des Pianos	R. des Pianos	Pia	9903	1	2503	0	Biel/Bienne	2586137.044	1220511.887	1	2026-04-25
9007078	0	101213672	9	10175995	Plänkestrasse	Plänkestr.	Plä	9901	1	2502	0	Biel/Bienne	2585171.195	1220648.769	1	2026-04-25
9007078	0	101213672	9	10175995	Rue de la Plänke	R. de la Plänke	Plä	9903	1	2502	0	Biel/Bienne	2585171.195	1220648.769	1	2026-04-25
9007079	0	101581950	10	10175995	Rue de la Plänke	R. de la Plänke	Plä	9903	1	2502	0	Biel/Bienne			0	2026-04-25
9007079	0	101581950	10	10175995	Plänkestrasse	Plänkestr.	Plä	9901	1	2502	0	Biel/Bienne			0	2026-04-25
9007081	0	101435206	28	10175995	Plänkestrasse	Plänkestr.	Plä	9901	1	2502	0	Biel/Bienne			0	2026-04-25
9007081	0	101435206	28	10175995	Rue de la Plänke	R. de la Plänke	Plä	9903	1	2502	0	Biel/Bienne			0	2026-04-25
9007082	0	101213673	16a	10175995	Plänkestrasse	Plänkestr.	Plä	9901	1	2502	0	Biel/Bienne	2585234.693	1220649.641	1	2026-04-25
9007082	0	101213673	16a	10175995	Rue de la Plänke	R. de la Plänke	Plä	9903	1	2502	0	Biel/Bienne	2585234.693	1220649.641	1	2026-04-25
9007083	0	101213674	28	10181809	Route de Port	Rte de Port	Por	9903	1	2503	0	Biel/Bienne	2586357.298	1219400.345	1	2026-04-25
9007083	0	101213674	28	10181809	Portstrasse	Portstr.	Por	9901	1	2503	0	Biel/Bienne	2586357.298	1219400.345	1	2026-04-25
9007084	0	101213675	32	10181809	Portstrasse	Portstr.	Por	9901	1	2503	0	Biel/Bienne	2586401.42	1219342.696	1	2026-04-25
9007084	0	101213675	32	10181809	Route de Port	Rte de Port	Por	9903	1	2503	0	Biel/Bienne	2586401.42	1219342.696	1	2026-04-25
9007086	0	101213676	8a	10181809	Portstrasse	Portstr.	Por	9901	1	2503	0	Biel/Bienne	2586317.571	1219535.879	1	2026-04-25
9007086	0	101213676	8a	10181809	Route de Port	Rte de Port	Por	9903	1	2503	0	Biel/Bienne	2586317.571	1219535.879	1	2026-04-25
9007087	0	101967074	16	10005615	Rue de la Poste	R. de la Poste	Pos	9903	1	2504	0	Biel/Bienne	2587338.062	1221606.77	1	2026-04-25
9007087	0	101967074	16	10005615	Poststrasse	Poststr.	Pos	9901	1	2504	0	Biel/Bienne	2587338.062	1221606.77	1	2026-04-25
