EGID	EDID	EGAID	DEINR	ESID	STRNAME	STRNAMK	STRINDX	STRSP	STROFFIZIEL	DPLZ4	DPLZZ	DPLZNAME	DKODE	DKODN	DOFFADR	DEXPDAT
1753941	0	100940269	7	10045150	Chemin du Berghaus	Ch. du Berghaus	Ber	9903	1	2502	0	Biel/Bienne	2585763.149	1221871.182	1	2026-04-25
1753941	0	100940269	7	10045150	Berghausweg	Berghausweg	Ber	9901	1	2502	0	Biel/Bienne	2585763.149	1221871.182	1	2026-04-25
1753942	0	100940270	9	10045150	Chemin du Berghaus	Ch. du Berghaus	Ber	9903	1	2502	0	Biel/Bienne	2585761.758	1221869.738	1	2026-04-25
1753942	0	100940270	9	10045150	Berghausweg	Berghausweg	Ber	9901	1	2502	0	Biel/Bienne	2585761.758	1221869.738	1	2026-04-25
1753943	0	100940271	11	10045150	Chemin du Berghaus	Ch. du Berghaus	Ber	9903	1	2502	0	Biel/Bienne	2585745.814	1221837.666	1	2026-04-25
1753943	0	100940271	11	10045150	Berghausweg	Berghausweg	Ber	9901	1	2502	0	Biel/Bienne	2585745.814	1221837.666	1	2026-04-25
1753944	0	102087664	15	10045150	Chemin du Berghaus	Ch. du Berghaus	Ber	9903	1	2502	0	Biel/Bienne	2585778.599	1221919.305	1	2026-04-25
1753944	0	102087664	15	10045150	Berghausweg	Berghausweg	Ber	9901	1	2502	0	Biel/Bienne	2585778.599	1221919.305	1	2026-04-25
1753945	0	100940272	17	10045150	Chemin du Berghaus	Ch. du Berghaus	Ber	9903	1	2502	0	Biel/Bienne	2585738.639	1221907.731	1	2026-04-25
1753945	0	100940272	17	10045150	Berghausweg	Berghausweg	Ber	9901	1	2502	0	Biel/Bienne	2585738.639	1221907.731	1	2026-04-25
1753946	0	101949122	21	10045150	Chemin du Berghaus	Ch. du Berghaus	Ber	9903	1	2502	0	Biel/Bienne	2585713.375	1221933.149	1	2026-04-25
1753946	0	101949122	21	10045150	Berghausweg	Berghausweg	Ber	9901	1	2502	0	Biel/Bienne	2585713.375	1221933.149	1	2026-04-25
1753947	0	101936166	25	10045150	Chemin du Berghaus	Ch. du Berghaus	Ber	9903	1	2502	0	Biel/Bienne	2585695.567	1221933.468	1	2026-04-25
1753947	0	101936166	25	10045150	Berghausweg	Berghausweg	Ber	9901	1	2502	0	Biel/Bienne	2585695.567	1221933.468	1	2026-04-25
1753948	0	100940273	32	10045150	Chemin du Berghaus	Ch. du Berghaus	Ber	9903	1	2502	0	Biel/Bienne	2585574.606	1222079.218	1	2026-04-25
1753948	0	100940273	32	10045150	Berghausweg	Berghausweg	Ber	9901	1	2502	0	Biel/Bienne	2585574.606	1222079.218	1	2026-04-25
1753949	0	100940274	2	10182608	Chemin du Triangle	Ch. du Triangle	Tri	9903	1	2502	0	Biel/Bienne	2585083.538	1221427.717	1	2026-04-25
1753949	0	100940274	2	10182608	Dreiangelweg	Dreiangelweg	Dre	9901	1	2502	0	Biel/Bienne	2585083.538	1221427.717	1	2026-04-25
1753950	0	101935777	4	10182608	Chemin du Triangle	Ch. du Triangle	Tri	9903	1	2502	0	Biel/Bienne	2585099.86	1221447.212	1	2026-04-25
1753950	0	101935777	4	10182608	Dreiangelweg	Dreiangelweg	Dre	9901	1	2502	0	Biel/Bienne	2585099.86	1221447.212	1	2026-04-25
1753951	0	100940275	6	10182608	Chemin du Triangle	Ch. du Triangle	Tri	9903	1	2502	0	Biel/Bienne	2585117.694	1221462.432	1	2026-04-25
1753951	0	100940275	6	10182608	Dreiangelweg	Dreiangelweg	Dre	9901	1	2502	0	Biel/Bienne	2585117.694	1221462.432	1	2026-04-25
1753952	0	100940276	8	10182608	Chemin du Triangle	Ch. du Triangle	Tri	9903	1	2502	0	Biel/Bienne	2585126.218	1221474.627	1	2026-04-25
1753952	0	100940276	8	10182608	Dreiangelweg	Dreiangelweg	Dre	9901	1	2502	0	Biel/Bienne	2585126.218	1221474.627	1	2026-04-25
1753953	0	102208260	9	10182608	Chemin du Triangle	Ch. du Triangle	Tri	9903	1	2502	0	Biel/Bienne	2585102.62	1221504.206	1	2026-04-25
1753953	0	102208260	9	10182608	Dreiangelweg	Dreiangelweg	Dre	9901	1	2502	0	Biel/Bienne	2585102.62	1221504.206	1	2026-04-25
1753954	0	101950538	10	10182608	Chemin du Triangle	Ch. du Triangle	Tri	9903	1	2502	0	Biel/Bienne	2585142.374	1221494.318	1	2026-04-25
1753954	0	101950538	10	10182608	Dreiangelweg	Dreiangelweg	Dre	9901	1	2502	0	Biel/Bienne	2585142.374	1221494.318	1	2026-04-25
1753955	0	101939973	11	10182608	Dreiangelweg	Dreiangelweg	Dre	9901	1	2502	0	Biel/Bienne	2585135.379	1221525.329	1	2026-04-25
1753955	0	101939973	11	10182608	Chemin du Triangle	Ch. du Triangle	Tri	9903	1	2502	0	Biel/Bienne	2585135.379	1221525.329	1	2026-04-25
1753955	1	100940277	11a	10182608	Dreiangelweg	Dreiangelweg	Dre	9901	1	2502	0	Biel/Bienne	2585126.417	1221531.708	1	2026-04-25
1753955	1	100940277	11a	10182608	Chemin du Triangle	Ch. du Triangle	Tri	9903	1	2502	0	Biel/Bienne	2585126.417	1221531.708	1	2026-04-25
1753956	0	100940278	12	10182608	Chemin du Triangle	Ch. du Triangle	Tri	9903	1	2502	0	Biel/Bienne	2585186.181	1221534.24	1	2026-04-25
1753956	0	100940278	12	10182608	Dreiangelweg	Dreiangelweg	Dre	9901	1	2502	0	Biel/Bienne	2585186.181	1221534.24	1	2026-04-25
1753957	0	100940279	2	10175989	Au Petit-Chêne	Au Petit-Chêne	Pet	9903	1	2502	0	Biel/Bienne	2585367.616	1221613.415	1	2026-04-25
1753957	0	100940279	2	10175989	Im Eichhölzli	Im Eichhölzli	Eic	9901	1	2502	0	Biel/Bienne	2585367.616	1221613.415	1	2026-04-25
1753958	0	101943533	3	10175989	Au Petit-Chêne	Au Petit-Chêne	Pet	9903	1	2502	0	Biel/Bienne	2585349.16	1221639.343	1	2026-04-25
1753958	0	101943533	3	10175989	Im Eichhölzli	Im Eichhölzli	Eic	9901	1	2502	0	Biel/Bienne	2585349.16	1221639.343	1	2026-04-25
1753959	0	100940280	34	10045150	Chemin du Berghaus	Ch. du Berghaus	Ber	9903	1	2502	0	Biel/Bienne	2585567.595	1222062.153	1	2026-04-25
1753959	0	100940280	34	10045150	Berghausweg	Berghausweg	Ber	9901	1	2502	0	Biel/Bienne	2585567.595	1222062.153	1	2026-04-25
1753960	0	100940281	5	10175989	Au Petit-Chêne	Au Petit-Chêne	Pet	9903	1	2502	0	Biel/Bienne	2585378.238	1221659.834	1	2026-04-25
1753960	0	100940281	5	10175989	Im Eichhölzli	Im Eichhölzli	Eic	9901	1	2502	0	Biel/Bienne	2585378.238	1221659.834	1	2026-04-25
1753961	0	100940282	6	10175989	Au Petit-Chêne	Au Petit-Chêne	Pet	9903	1	2502	0	Biel/Bienne	2585462.807	1221742.181	1	2026-04-25
1753961	0	100940282	6	10175989	Im Eichhölzli	Im Eichhölzli	Eic	9901	1	2502	0	Biel/Bienne	2585462.807	1221742.181	1	2026-04-25
1753962	0	100940283	7	10175989	Au Petit-Chêne	Au Petit-Chêne	Pet	9903	1	2502	0	Biel/Bienne	2585406.522	1221679.525	1	2026-04-25
1753962	0	100940283	7	10175989	Im Eichhölzli	Im Eichhölzli	Eic	9901	1	2502	0	Biel/Bienne	2585406.522	1221679.525	1	2026-04-25
1753963	0	101932104	8	10175989	Au Petit-Chêne	Au Petit-Chêne	Pet	9903	1	2502	0	Biel/Bienne	2585476.408	1221760.45	1	2026-04-25
1753963	0	101932104	8	10175989	Im Eichhölzli	Im Eichhölzli	Eic	9901	1	2502	0	Biel/Bienne	2585476.408	1221760.45	1	2026-04-25
1753964	0	100940284	9	10175989	Au Petit-Chêne	Au Petit-Chêne	Pet	9903	1	2502	0	Biel/Bienne	2585433.479	1221768.502	1	2026-04-25
1753964	0	100940284	9	10175989	Im Eichhölzli	Im Eichhölzli	Eic	9901	1	2502	0	Biel/Bienne	2585433.479	1221768.502	1	2026-04-25
1753965	0	100940285	10	10175989	Au Petit-Chêne	Au Petit-Chêne	Pet	9903	1	2502	0	Biel/Bienne	2585489.018	1221780.213	1	2026-04-25
1753965	0	100940285	10	10175989	Im Eichhölzli	Im Eichhölzli	Eic	9901	1	2502	0	Biel/Bienne	2585489.018	1221780.213	1	2026-04-25
1753966	0	100940286	12	10175989	Au Petit-Chêne	Au Petit-Chêne	Pet	9903	1	2502	0	Biel/Bienne	2585500.242	1221796.63	1	2026-04-25
1753966	0	100940286	12	10175989	Im Eichhölzli	Im Eichhölzli	Eic	9901	1	2502	0	Biel/Bienne	2585500.242	1221796.63	1	2026-04-25
1753967	0	101935830	14	10175989	Au Petit-Chêne	Au Petit-Chêne	Pet	9903	1	2502	0	Biel/Bienne	2585510.728	1221809.446	1	2026-04-25
1753967	0	101935830	14	10175989	Im Eichhölzli	Im Eichhölzli	Eic	9901	1	2502	0	Biel/Bienne	2585510.728	1221809.446	1	2026-04-25
1753968	0	100940287	19	10175989	Im Eichhölzli	Im Eichhölzli	Eic	9901	1	2502	0	Biel/Bienne	2585459.756	1221781.836	1	2026-04-25
1753968	0	100940287	19	10175989	Au Petit-Chêne	Au Petit-Chêne	Pet	9903	1	2502	0	Biel/Bienne	2585459.756	1221781.836	1	2026-04-25
1753969	0	101971057	21	10175989	Au Petit-Chêne	Au Petit-Chêne	Pet	9903	1	2502	0	Biel/Bienne	2585424.748	1221816.789	1	2026-04-25
1753969	0	101971057	21	10175989	Im Eichhölzli	Im Eichhölzli	Eic	9901	1	2502	0	Biel/Bienne	2585424.748	1221816.789	1	2026-04-25
1753970	0	102102259	25	10175989	Au Petit-Chêne	Au Petit-Chêne	Pet	9903	1	2502	0	Biel/Bienne	2585459.674	1221818.832	1	2026-04-25
1753970	0	102102259	25	10175989	Im Eichhölzli	Im Eichhölzli	Eic	9901	1	2502	0	Biel/Bienne	2585459.674	1221818.832	1	2026-04-25
1753971	0	100940288	27	10175989	Au Petit-Chêne	Au Petit-Chêne	Pet	9903	1	2502	0	Biel/Bienne	2585488.86	1221826.72	1	2026-04-25
1753971	0	100940288	27	10175989	Im Eichhölzli	Im Eichhölzli	Eic	9901	1	2502	0	Biel/Bienne	2585488.86	1221826.72	1	2026-04-25
1753972	0	100940289	2	10006746	Falbringen	Falbringen	Fal	9903	1	2502	0	Biel/Bienne	2585897.347	1221917.173	1	2026-04-25
1753972	0	100940289	2	10006746	Falbringen	Falbringen	Fal	9901	1	2502	0	Biel/Bienne	2585897.347	1221917.173	1	2026-04-25
1753973	0	100940290	12	10006746	Falbringen	Falbringen	Fal	9903	1	2502	0	Biel/Bienne	2585995.433	1222055.549	1	2026-04-25
1753973	0	100940290	12	10006746	Falbringen	Falbringen	Fal	9901	1	2502	0	Biel/Bienne	2585995.433	1222055.549	1	2026-04-25
1753974	0	101946635	14	10006746	Falbringen	Falbringen	Fal	9903	1	2502	0	Biel/Bienne	2586008.91	1222069.308	1	2026-04-25
1753974	0	101946635	14	10006746	Falbringen	Falbringen	Fal	9901	1	2502	0	Biel/Bienne	2586008.91	1222069.308	1	2026-04-25
1753975	0	101970772	16	10006746	Falbringen	Falbringen	Fal	9901	1	2502	0	Biel/Bienne	2586022.915	1222085.549	1	2026-04-25
1753975	0	101970772	16	10006746	Falbringen	Falbringen	Fal	9903	1	2502	0	Biel/Bienne	2586022.915	1222085.549	1	2026-04-25
1753976	0	101928259	20	10006746	Falbringen	Falbringen	Fal	9903	1	2502	0	Biel/Bienne	2586072.492	1222159.141	1	2026-04-25
1753976	0	101928259	20	10006746	Falbringen	Falbringen	Fal	9901	1	2502	0	Biel/Bienne	2586072.492	1222159.141	1	2026-04-25
1753977	0	101971041	21	10006746	Falbringen	Falbringen	Fal	9903	1	2502	0	Biel/Bienne	2585900.784	1222002.701	1	2026-04-25
1753977	0	101971041	21	10006746	Falbringen	Falbringen	Fal	9901	1	2502	0	Biel/Bienne	2585900.784	1222002.701	1	2026-04-25
1753978	0	100940291	23	10006746	Falbringen	Falbringen	Fal	9903	1	2502	0	Biel/Bienne	2585929.258	1222008.708	1	2026-04-25
1753978	0	100940291	23	10006746	Falbringen	Falbringen	Fal	9901	1	2502	0	Biel/Bienne	2585929.258	1222008.708	1	2026-04-25
1753979	0	100940292	23a	10006746	Falbringen	Falbringen	Fal	9901	1	2502	0	Biel/Bienne	2585954.033	1222039.296	1	2026-04-25
1753979	0	100940292	23a	10006746	Falbringen	Falbringen	Fal	9903	1	2502	0	Biel/Bienne	2585954.033	1222039.296	1	2026-04-25
1753980	0	101950539	24	10006746	Falbringen	Falbringen	Fal	9903	1	2502	0	Biel/Bienne	2585967.813	1222207.325	1	2026-04-25
1753980	0	101950539	24	10006746	Falbringen	Falbringen	Fal	9901	1	2502	0	Biel/Bienne	2585967.813	1222207.325	1	2026-04-25
1753981	0	101971032	25	10006746	Falbringen	Falbringen	Fal	9903	1	2502	0	Biel/Bienne	2585972.202	1222048.241	1	2026-04-25
1753981	0	101971032	25	10006746	Falbringen	Falbringen	Fal	9901	1	2502	0	Biel/Bienne	2585972.202	1222048.241	1	2026-04-25
1753982	0	100940293	32	10006746	Falbringen	Falbringen	Fal	9903	1	2502	0	Biel/Bienne	2585862.196	1222133.694	1	2026-04-25
1753982	0	100940293	32	10006746	Falbringen	Falbringen	Fal	9901	1	2502	0	Biel/Bienne	2585862.196	1222133.694	1	2026-04-25
1753983	0	100940294	33	10006746	Falbringen	Falbringen	Fal	9903	1	2502	0	Biel/Bienne	2585899.077	1222113.095	1	2026-04-25
1753983	0	100940294	33	10006746	Falbringen	Falbringen	Fal	9901	1	2502	0	Biel/Bienne	2585899.077	1222113.095	1	2026-04-25
1753984	0	100940295	34	10006746	Falbringen	Falbringen	Fal	9903	1	2502	0	Biel/Bienne	2585841.225	1222108.658	1	2026-04-25
1753984	0	100940295	34	10006746	Falbringen	Falbringen	Fal	9901	1	2502	0	Biel/Bienne	2585841.225	1222108.658	1	2026-04-25
1753985	0	100940296	35	10006746	Falbringen	Falbringen	Fal	9903	1	2502	0	Biel/Bienne	2585873.758	1222092.33	1	2026-04-25
1753985	0	100940296	35	10006746	Falbringen	Falbringen	Fal	9901	1	2502	0	Biel/Bienne	2585873.758	1222092.33	1	2026-04-25
1753986	0	100940297	36	10006746	Falbringen	Falbringen	Fal	9903	1	2502	0	Biel/Bienne	2585836.794	1222098.333	1	2026-04-25
1753986	0	100940297	36	10006746	Falbringen	Falbringen	Fal	9901	1	2502	0	Biel/Bienne	2585836.794	1222098.333	1	2026-04-25
1753987	0	100940298	37	10006746	Falbringen	Falbringen	Fal	9903	1	2502	0	Biel/Bienne	2585860.091	1222081.55	1	2026-04-25
1753987	0	100940298	37	10006746	Falbringen	Falbringen	Fal	9901	1	2502	0	Biel/Bienne	2585860.091	1222081.55	1	2026-04-25
1753988	0	100940299	38	10006746	Falbringen	Falbringen	Fal	9903	1	2502	0	Biel/Bienne	2585809.52	1222090.087	1	2026-04-25
1753988	0	100940299	38	10006746	Falbringen	Falbringen	Fal	9901	1	2502	0	Biel/Bienne	2585809.52	1222090.087	1	2026-04-25
1753989	0	101951768	39	10006746	Falbringen	Falbringen	Fal	9903	1	2502	0	Biel/Bienne	2585839.202	1222066.271	1	2026-04-25
1753989	0	101951768	39	10006746	Falbringen	Falbringen	Fal	9901	1	2502	0	Biel/Bienne	2585839.202	1222066.271	1	2026-04-25
1753990	0	100940300	41	10006746	Falbringen	Falbringen	Fal	9903	1	2502	0	Biel/Bienne	2585817.662	1222052.23	1	2026-04-25
1753990	0	100940300	41	10006746	Falbringen	Falbringen	Fal	9901	1	2502	0	Biel/Bienne	2585817.662	1222052.23	1	2026-04-25
1753991	0	100940301	43	10006746	Falbringen	Falbringen	Fal	9903	1	2502	0	Biel/Bienne	2585791.062	1222037.396	1	2026-04-25
1753991	0	100940301	43	10006746	Falbringen	Falbringen	Fal	9901	1	2502	0	Biel/Bienne	2585791.062	1222037.396	1	2026-04-25
1753992	0	100940302	45	10006746	Falbringen	Falbringen	Fal	9901	1	2502	0	Biel/Bienne	2585777.61	1222007.52	1	2026-04-25
1753992	0	100940302	45	10006746	Falbringen	Falbringen	Fal	9903	1	2502	0	Biel/Bienne	2585777.61	1222007.52	1	2026-04-25
1753993	0	102212503	48	10006746	Falbringen	Falbringen	Fal	9903	1	2502	0	Biel/Bienne	2585763.928	1222065.976	1	2026-04-25
1753993	0	102212503	48	10006746	Falbringen	Falbringen	Fal	9901	1	2502	0	Biel/Bienne	2585763.928	1222065.976	1	2026-04-25
1753994	0	100940303	49	10006746	Falbringen	Falbringen	Fal	9903	1	2502	0	Biel/Bienne	2585745.671	1222012.671	1	2026-04-25
1753994	0	100940303	49	10006746	Falbringen	Falbringen	Fal	9901	1	2502	0	Biel/Bienne	2585745.671	1222012.671	1	2026-04-25
1753995	0	100940304	50	10006746	Falbringen	Falbringen	Fal	9903	1	2502	0	Biel/Bienne	2585760.363	1222061.351	1	2026-04-25
1753995	0	100940304	50	10006746	Falbringen	Falbringen	Fal	9901	1	2502	0	Biel/Bienne	2585760.363	1222061.351	1	2026-04-25
1753996	0	100940305	52	10006746	Falbringen	Falbringen	Fal	9903	1	2502	0	Biel/Bienne	2585756.664	1222056.712	1	2026-04-25
1753996	0	100940305	52	10006746	Falbringen	Falbringen	Fal	9901	1	2502	0	Biel/Bienne	2585756.664	1222056.712	1	2026-04-25
1753997	0	100940306	1	10045152	Chemin du Clédar	Ch. du Clédar	Clé	9903	1	2502	0	Biel/Bienne	2585162.656	1221343.546	1	2026-04-25
1753997	0	100940306	1	10045152	Gätterliweg	Gätterliweg	Gät	9901	1	2502	0	Biel/Bienne	2585162.656	1221343.546	1	2026-04-25
1753998	0	100940307	7	10045152	Chemin du Clédar	Ch. du Clédar	Clé	9903	1	2502	0	Biel/Bienne	2585109.008	1221409.882	1	2026-04-25
1753998	0	100940307	7	10045152	Gätterliweg	Gätterliweg	Gät	9901	1	2502	0	Biel/Bienne	2585109.008	1221409.882	1	2026-04-25
1753999	0	101951769	14	10045152	Chemin du Clédar	Ch. du Clédar	Clé	9903	1	2502	0	Biel/Bienne	2585038.217	1221507.453	1	2026-04-25
1753999	0	101951769	14	10045152	Gätterliweg	Gätterliweg	Gät	9901	1	2502	0	Biel/Bienne	2585038.217	1221507.453	1	2026-04-25
1754000	0	100940308	3	10175988	Chemin de la Pierre-Grise	Ch. de la Pierre-Grise	Pie	9903	1	2502	0	Biel/Bienne	2584892.384	1221263.682	1	2026-04-25
1754000	0	100940308	3	10175988	Grausteinweg	Grausteinweg	Gra	9901	1	2502	0	Biel/Bienne	2584892.384	1221263.682	1	2026-04-25
1754001	0	100940309	5	10175988	Chemin de la Pierre-Grise	Ch. de la Pierre-Grise	Pie	9903	1	2502	0	Biel/Bienne	2584909.976	1221287.411	1	2026-04-25
1754001	0	100940309	5	10175988	Grausteinweg	Grausteinweg	Gra	9901	1	2502	0	Biel/Bienne	2584909.976	1221287.411	1	2026-04-25
1754002	0	101971058	7	10175988	Chemin de la Pierre-Grise	Ch. de la Pierre-Grise	Pie	9903	1	2502	0	Biel/Bienne	2584935.466	1221304.173	1	2026-04-25
1754002	0	101971058	7	10175988	Grausteinweg	Grausteinweg	Gra	9901	1	2502	0	Biel/Bienne	2584935.466	1221304.173	1	2026-04-25
1754003	0	100940310	9	10175988	Chemin de la Pierre-Grise	Ch. de la Pierre-Grise	Pie	9903	1	2502	0	Biel/Bienne	2584989.188	1221308.714	1	2026-04-25
1754003	0	100940310	9	10175988	Grausteinweg	Grausteinweg	Gra	9901	1	2502	0	Biel/Bienne	2584989.188	1221308.714	1	2026-04-25
1754004	0	100940311	11	10175988	Chemin de la Pierre-Grise	Ch. de la Pierre-Grise	Pie	9903	1	2502	0	Biel/Bienne	2585011.557	1221322.341	1	2026-04-25
1754004	0	100940311	11	10175988	Grausteinweg	Grausteinweg	Gra	9901	1	2502	0	Biel/Bienne	2585011.557	1221322.341	1	2026-04-25
1754005	0	100940312	13	10175988	Chemin de la Pierre-Grise	Ch. de la Pierre-Grise	Pie	9903	1	2502	0	Biel/Bienne	2585028.066	1221327.132	1	2026-04-25
1754005	0	100940312	13	10175988	Grausteinweg	Grausteinweg	Gra	9901	1	2502	0	Biel/Bienne	2585028.066	1221327.132	1	2026-04-25
1754006	0	102210736	15	10175988	Chemin de la Pierre-Grise	Ch. de la Pierre-Grise	Pie	9903	1	2502	0	Biel/Bienne	2585048.187	1221324.474	1	2026-04-25
1754006	0	102210736	15	10175988	Grausteinweg	Grausteinweg	Gra	9901	1	2502	0	Biel/Bienne	2585048.187	1221324.474	1	2026-04-25
1754007	0	100940316	17	10175988	Chemin de la Pierre-Grise	Ch. de la Pierre-Grise	Pie	9903	1	2502	0	Biel/Bienne	2585064.649	1221328.233	1	2026-04-25
1754007	0	100940316	17	10175988	Grausteinweg	Grausteinweg	Gra	9901	1	2502	0	Biel/Bienne	2585064.649	1221328.233	1	2026-04-25
1754008	0	101945360	18	10175988	Chemin de la Pierre-Grise	Ch. de la Pierre-Grise	Pie	9903	1	2502	0	Biel/Bienne	2585085.706	1221295.986	1	2026-04-25
1754008	0	101945360	18	10175988	Grausteinweg	Grausteinweg	Gra	9901	1	2502	0	Biel/Bienne	2585085.706	1221295.986	1	2026-04-25
1754009	0	101949123	19	10175988	Chemin de la Pierre-Grise	Ch. de la Pierre-Grise	Pie	9903	1	2502	0	Biel/Bienne	2585075.662	1221335.932	1	2026-04-25
1754009	0	101949123	19	10175988	Grausteinweg	Grausteinweg	Gra	9901	1	2502	0	Biel/Bienne	2585075.662	1221335.932	1	2026-04-25
1754010	0	100939036	22	10175988	Chemin de la Pierre-Grise	Ch. de la Pierre-Grise	Pie	9903	1	2502	0	Biel/Bienne	2585097.807	1221313.075	1	2026-04-25
1754010	0	100939036	22	10175988	Grausteinweg	Grausteinweg	Gra	9901	1	2502	0	Biel/Bienne	2585097.807	1221313.075	1	2026-04-25
1754011	0	100939037	23	10175988	Chemin de la Pierre-Grise	Ch. de la Pierre-Grise	Pie	9903	1	2502	0	Biel/Bienne	2585092.609	1221348.388	1	2026-04-25
1754011	0	100939037	23	10175988	Grausteinweg	Grausteinweg	Gra	9901	1	2502	0	Biel/Bienne	2585092.609	1221348.388	1	2026-04-25
1754012	0	101949124	24	10175988	Chemin de la Pierre-Grise	Ch. de la Pierre-Grise	Pie	9903	1	2502	0	Biel/Bienne	2585119.085	1221326.483	1	2026-04-25
1754012	0	101949124	24	10175988	Grausteinweg	Grausteinweg	Gra	9901	1	2502	0	Biel/Bienne	2585119.085	1221326.483	1	2026-04-25
1754013	0	100939038	25	10175988	Chemin de la Pierre-Grise	Ch. de la Pierre-Grise	Pie	9903	1	2502	0	Biel/Bienne	2585083.504	1221383.318	1	2026-04-25
1754013	0	100939038	25	10175988	Grausteinweg	Grausteinweg	Gra	9901	1	2502	0	Biel/Bienne	2585083.504	1221383.318	1	2026-04-25
1754014	0	100939039	27	10175988	Chemin de la Pierre-Grise	Ch. de la Pierre-Grise	Pie	9903	1	2502	0	Biel/Bienne	2585101.352	1221393.977	1	2026-04-25
1754014	0	100939039	27	10175988	Grausteinweg	Grausteinweg	Gra	9901	1	2502	0	Biel/Bienne	2585101.352	1221393.977	1	2026-04-25
1754015	0	101971033	28	10175988	Chemin de la Pierre-Grise	Ch. de la Pierre-Grise	Pie	9903	1	2502	0	Biel/Bienne	2585138.154	1221340.178	1	2026-04-25
1754015	0	101971033	28	10175988	Grausteinweg	Grausteinweg	Gra	9901	1	2502	0	Biel/Bienne	2585138.154	1221340.178	1	2026-04-25
1754016	0	100939040	29	10175988	Chemin de la Pierre-Grise	Ch. de la Pierre-Grise	Pie	9903	1	2502	0	Biel/Bienne	2585116.505	1221358.22	1	2026-04-25
1754016	0	100939040	29	10175988	Grausteinweg	Grausteinweg	Gra	9901	1	2502	0	Biel/Bienne	2585116.505	1221358.22	1	2026-04-25
1754017	0	100939041	31	10175988	Chemin de la Pierre-Grise	Ch. de la Pierre-Grise	Pie	9903	1	2502	0	Biel/Bienne	2585131.483	1221384.0	1	2026-04-25
1754017	0	100939041	31	10175988	Grausteinweg	Grausteinweg	Gra	9901	1	2502	0	Biel/Bienne	2585131.483	1221384.0	1	2026-04-25
1754018	0	102208069	33	10175988	Chemin de la Pierre-Grise	Ch. de la Pierre-Grise	Pie	9903	1	2502	0	Biel/Bienne	2585141.813	1221403.185	1	2026-04-25
1754018	0	102208069	33	10175988	Grausteinweg	Grausteinweg	Gra	9901	1	2502	0	Biel/Bienne	2585141.813	1221403.185	1	2026-04-25
1754019	0	101971042	34	10175988	Chemin de la Pierre-Grise	Ch. de la Pierre-Grise	Pie	9903	1	2502	0	Biel/Bienne	2585159.89	1221379.923	1	2026-04-25
1754019	0	101971042	34	10175988	Grausteinweg	Grausteinweg	Gra	9901	1	2502	0	Biel/Bienne	2585159.89	1221379.923	1	2026-04-25
1754020	0	100939042	37	10175988	Grausteinweg	Grausteinweg	Gra	9901	1	2502	0	Biel/Bienne	2585123.6	1221419.408	1	2026-04-25
1754020	0	100939042	37	10175988	Chemin de la Pierre-Grise	Ch. de la Pierre-Grise	Pie	9903	1	2502	0	Biel/Bienne	2585123.6	1221419.408	1	2026-04-25
1754020	1	100939043	39	10175988	Grausteinweg	Grausteinweg	Gra	9901	1	2502	0	Biel/Bienne	2585133.565	1221429.242	1	2026-04-25
1754020	1	100939043	39	10175988	Chemin de la Pierre-Grise	Ch. de la Pierre-Grise	Pie	9903	1	2502	0	Biel/Bienne	2585133.565	1221429.242	1	2026-04-25
1754021	0	100939044	40	10175988	Chemin de la Pierre-Grise	Ch. de la Pierre-Grise	Pie	9903	1	2502	0	Biel/Bienne	2585180.577	1221421.842	1	2026-04-25
1754021	0	100939044	40	10175988	Grausteinweg	Grausteinweg	Gra	9901	1	2502	0	Biel/Bienne	2585180.577	1221421.842	1	2026-04-25
1754022	0	100939045	5	10006749	Rue du Coteau	R. du Coteau	Cot	9903	1	2502	0	Biel/Bienne	2586184.177	1221948.078	1	2026-04-25
1754022	0	100939045	5	10006749	Haldenstrasse	Haldenstr.	Hal	9901	1	2502	0	Biel/Bienne	2586184.177	1221948.078	1	2026-04-25
1754023	0	100939046	7	10006749	Rue du Coteau	R. du Coteau	Cot	9903	1	2502	0	Biel/Bienne	2586196.777	1221956.617	1	2026-04-25
1754023	0	100939046	7	10006749	Haldenstrasse	Haldenstr.	Hal	9901	1	2502	0	Biel/Bienne	2586196.777	1221956.617	1	2026-04-25
1754024	0	100939047	9	10006749	Rue du Coteau	R. du Coteau	Cot	9903	1	2502	0	Biel/Bienne	2586211.908	1221958.418	1	2026-04-25
1754024	0	100939047	9	10006749	Haldenstrasse	Haldenstr.	Hal	9901	1	2502	0	Biel/Bienne	2586211.908	1221958.418	1	2026-04-25
1754025	0	100940331	11	10006749	Rue du Coteau	R. du Coteau	Cot	9903	1	2502	0	Biel/Bienne	2586222.62	1221976.144	1	2026-04-25
1754025	0	100940331	11	10006749	Haldenstrasse	Haldenstr.	Hal	9901	1	2502	0	Biel/Bienne	2586222.62	1221976.144	1	2026-04-25
1754026	0	100940332	15	10006749	Rue du Coteau	R. du Coteau	Cot	9903	1	2502	0	Biel/Bienne	2586256.837	1222045.5	1	2026-04-25
1754026	0	100940332	15	10006749	Haldenstrasse	Haldenstr.	Hal	9901	1	2502	0	Biel/Bienne	2586256.837	1222045.5	1	2026-04-25
1754027	0	101948700	17	10006749	Rue du Coteau	R. du Coteau	Cot	9903	1	2502	0	Biel/Bienne	2586258.68	1222063.393	1	2026-04-25
